category	reading	course
Required	Irwin, Douglas A. “The Aftermath of Hamilton’s ‘Report on Manufactures’.” Journal of Economic History 64 (September 2004): 800-21.	1083
Required	Haber, Stephen. “Mexico Before 1982: The Political Economy of Authoritarian Rule.” In The Second Mexican Revolution: Politics, Economics and Society Since 1982. Edited by Stephen Haber, et al. (Forthcoming.)	1083
Required	Frank, Zephyr L. “Exports and Inequality: Evidence from the Brazilian Frontier, 1870-1937.” Journal of Economic History 61 (March 2001): 37-58.	1083
Required	Engerman, Stanley L., and Kenneth L. Sokoloff. “Factor Endowments, Institutions, and Differential Paths of Growth Among New World Economies: A View from Economic Historians of the United States.” In How Latin America Fell Behind: Essays on the Economic Histories of Brazil and Mexico, 1800-1914. Edited by Stephen Haber. Stanford, CA: Stanford University Press, 1997, pp. 260-304. ISBN: 0804727376.	1083
Required	Bernhofen, Daniel M., and John C. Brown. “An Empirical Assessment of the Comparative Advantage Gains from Trade: Evidence from Japan.” American Economic Review 95 (March 2005): 208-25.	1083
Required	Flath, David. The Japanese Economy. New York, NY: Oxford University Press, 2000, chapter 2, pp. 21-42. ISBN: 0198775040.	1083
Required	Richardson, Philip. Economic Change in China, c. 1800-1950. Cambridge, UK: Cambridge University Press, 1999, chapters 2, 4, and 7, pp. 16-24, 40-53, and 84-97. ISBN: 0521583969.	1083
Required	Miron, Jeffrey A., and Chris Feige. “The Opium Wars, Opium Legislation, and Opium Consumption in China.” Discussion Paper No. 2072. Cambridge, MA: Harvard Institute of Economics Research, May 2005.	1083
Required	Broadberry, Stephen, and Bishnupriya Gupta. “The Early Modern Great Divergence: Wages, Prices, and Economic Development in Europe and Asia, 1500-1800.” Economic History Review 59 (February 2006): 2-31.	1083
Required	Johnson, Simon, and Peter Temin. “The Macroeconomics of NEP.” Economic History Review 46 (November 1993): 750-767.	1083
Required	Allen, Robert C. Farm to Factory: A Reinterpretation of the Soviet Industrial Revolution. Princeton, NJ: Princeton University Press, 2003, chapters 1-2, pp. 1-46. ISBN: 0691006962.	1083
Required	Pamuk, Sevket. “Estimating Economic Growth in the Middle East since 1820.” Journal of Economic History. (Forthcoming, September 2006.)	1083
Required	Feinstein, Charles H. An Economic History of South Africa: Conquest, Discrimination, and Development. Cambridge, UK: Cambridge University Press, 2005, chapters 3-4, pp. 47-89. ISBN. 0521850916.	1083
Required	Toniolo, Gianni, Leandro Conte, and Giovanni Vecchi. “Monetary Union, Institutions and Financial Market Integration.” Explorations in Economic History 40 (October 2003): 443-61.	1083
Required	Putnam, Robert D., Robert Leonardi, and Raffaella Nanetti. Making Democracy Work: Civic Traditions in Modern Italy. Princeton, NJ: Princeton University Press, 1993, chapter 5, pp. 121-62. ISBN: 0691078890.	1083
Required	Berger, Helge, and Mark Spoerer. “Economic Crises and the European Revolutions of 1848.” Journal of Economic History 61 (June 2001): 293-326.	1083
Required	O’Rourke, Kevin H. “The European Grain Invasion, 1870-1913.” Journal of Economic History 57 (December 1997): 775-801.	1083
Required	Moser, Petra. “How Do Patent Laws Influence Innovation? Evidence from Nineteenth-Century World’s Fairs.” American Economic Review 95 (September 2005): 1214-36.	1083
Required	Gerschenkron, Alexander. Economic Backwardness in Historical Perspective: Essays by Alexander Gerschenkron. Cambridge, MA: Harvard University Press, 1962, chapter 1, pp. 5-30. ISBN: 0674226003.	1083
Required	Voth, Hans-Joachim. “Time and Work in Eighteenth-Century London.” Journal of Economic History 58 (March 1998): 29-58.	1083
Required	Temin, Peter, and Hans-Joachim Voth. “Credit Rationing and Crowding Out during the Industrial Revolution: Evidence from Hoare’s Bank, 1702-1862.” Explorations in Economic History 42 (July 2005): 325-48.	1083
Required	Ashton, T. S. The Industrial Revolution, 1760-1830. London, UK: Oxford University Press, 1948. ISBN: B000E6903S.	1083
Required	Brunt, Liam. “Rediscovering Risk: Country Banks as Venture Capital Firms in the First Industrial Revolution.” Journal of Economic History 66 (March 2006): 74-102.	1083
Required	Neal, Larry, and Stephen Quinn. “Networks of Information, Markets, and Institutions in the Rise of London as a Financial Centre, 1660-1720.” Financial History Review 8 (April 2001): 7-26.	1083
Required	North, Doughlas C., and Barry R. Weingast. “Constitutions and Commitment: The Evolution of Institutions Governing Public Choice in Seventeenth-Century England.” Journal of Economic History 49 (December 1989): 803-832.	1083
Required	Fogel, Robert W., and Dora L. Costa. “A Theory of Technophysio Evolution, with some Implications for Forecasting Population, Health Care Costs, and Pension Costs.” Demography 34 (February 1997): 49-66.	1083
Required	Crafts, N. F. R. “Some Dimensions of the ‘Quality of Life’ during the British Industrial Revolution.” Economic History Review 50 (November 1997): 617-39.	1083
Required	Boyer, George. “Malthus Was Right After All: Poor Relief and Birth Rates in Southeastern England.” Journal of Political Economy 97 (February 1989): 93-114.	1083
Required	Chiang, Chin Long. “The Life table and its construction.” In Introduction to Stochastic Processes in Biostatistics. New York, NY: John Wiley, 1968, chapter 9, pp. 189-217.	1083
Required	Lee, Ronald. “An Historical Perspective on Economic Aspects of the Population Explosion.” In Population and Economic Change in Developing Countries. Edited by Richard Easterlin. Chicago, IL: University of Chicago Press, 1980, pp. 517-557. ISBN: 0226180263.	1083
Required	Laslett, Peter. The World We Have Lost: Further Explored. 3rd ed. London, UK: Menthuen, 1983, chapters 4-5, pp. 81-121. ISBN: 0416353401.	1083
Required	Acemoglu, Daron, Simon Johnson, and James A. Robinson. “The Colonial Origins of Comparative Development: An Empirical Investigation.” American Economic Review 91 (December 2001): 1369-1401.	1083
Required	Diamond, Jared. Guns, Germs and Steel: The Fate of Human Societies. New York, NY: W.W. Norton and Co., 1997, chapter 18, pp. 354-75. ISBN: 0393038912.	1083
Required	Greif, Avner, Paul Milgrom, and Barry R. Weingast. “Coordination, Commitment, and Enforcement: The Case of the Merchant Guild.” Journal of Political Economy 102 (August 1994): 745-76.	1083
Required	Allen, Robert C. “The Great Divergence in European Wages and Prices from the Middle Ages to the First World War.” Explorations in Economic History 38 (October 2001): 411-47.	1083
Required	Temin, Peter. “The Economy of the Early Roman Empire.” Journal of Economic Perspectives (Winter 2006): 133-51.	1083
Required	Blanchard, Olivier J., and Stanley Fisher. Lectures on Macroeconomics. Cambridge, MA: MIT Press, 1989, ISBN: 0262022834.	1068
Required	Deaton, Angus. Understanding Consumption. New York, NY: Oxford University Press, 1992, ISBN: 0198288247.	1068
Required	Ljungqvist, Lars, and Thomas J. Sargent. Recursive Macroeconomic Theory. 2nd ed. Cambridge, MA: MIT Press, 2004, ISBN: 026212274X.	1068
Required	Backus, David, Bryan Routledge, and Stanley Zin. “Exotic Preferences for Macroeconomists.” NBER Working Paper No. 10597, June 2004.	1068
Required	Lucas, Robert E., Jr. Models of Business Cycles. Reprint ed. Malden, MA: Blackwell, 1987, chapter 3. ISBN: 0631147918.	1068
Optional	Epstein, Larry G., and Stanley E. Zin. “Substitution, Risk Aversion, and the Temporal Behavior of Consumption and Asset Returns: A Theoretical Framework.” Econometrica 57, no. 4 (1989): 937-969.	1068
Optional	Lucas, Robert E., Jr. “Macroeconomic Priorities.” A. E. A. Presidential Address in American Economic Review 93, no. 1 (2003).	1068
Optional	Weil, Philippe. “Non-expected Utility in Macroeconomics.” Quarterly Journal of Economics 105, no. 1 (1990): 29-42.	1068
Optional	Stokey, Nancy L., Robert E. Lucas, Jr. and Edward C. Prescott. Recursive Methods in Economic Dynamics. Cambridge, MA: Harvard University Press, 1989, chapter 15. ISBN: 0674750969.	1068
Required	Townsend, Robert M. “Consumption Insurance: An Evaluation of Risk-Bearing Systems in Low-Income Economies.” Journal of Economic Perspectives 9, no. 3 (1995): 83-102.	1068
Required	Kocherlakota, Narayana R. “The Equity Premium Puzzle: It’s Still a Puzzle.” Journal of Economic Literature 34, no. 1 (1996): 42-71.	1068
Required	Cochrane, John H., and Lars Peter Hansen. “Asset Pricing Explorations for Macroeconomics.” NBER Macroeconomics Annual. Cambridge, MA: MIT Press, 1992, pp. 115-169. (NBER Working Paper No. 4088.)	1068
Optional	Cochrane, John. “Where is the Market Going? Uncertain Facts and Novel Theories.” Economic Perspectives XXI: 6 (1997).	1068
Optional	Alvarez, Fernando, and Urban Jermann. “Using Asset Returns to Estimate the Costs of Business Cycle Fluctuations.” Journal of Political Economy 112, no. 6 (2004): 1223-1256.	1068
Optional	Barro, Robert J. “On the Welfare Costs of Consumption Uncertainty.” NBER Working Paper No. 12763, December 2006.	1068
Optional	“Rare Disasters and Asset Markets in the Twentieth Century.” Quarterly Journal of Economics 121 (2006): 823-866.	1068
Optional	Krusell, Per, and Anthony A. Smith Jr. “Income and Wealth Heterogeneity in the Macroeconomy.” Journal of Political Economy 106, no. 5 (1998): 867-896.	1068
Required	Aiyagari, S. Rao. “Uninsured Idiosyncratic Risk and Aggregate Savings.” Quarterly Journal of Economics 109, no. 3 (1994): 659-84. 	1068
Optional	Caballero, Ricardo J. “Earnings Uncertainty and Aggregate Wealth Accumulation.” American Economic Review 81, no. 4 (1991): 859-871.	1068
Optional	Castañeda, Ana, Javier Díaz-Giménez, and José-Victor Ríos-Rull. “Accounting for the U.S. Earnings and Wealth Inequality.” Journal of Political Economy 111, no. 4 (2004): 818-857.	1068
Optional	Deaton, Angus, and Christina Paxson. “Intertemporal Choice and Inequality.” Journal of Political Economy 102, no. 3 (1994): 437-467.	1068
Optional	Heathcote, Jonathan, Kjetil Storesletten, and Giovanni Violante. “The Macroeconomic Implications of Rising Wage Inequality in the U.S.” CEPR Working Paper No. 4296, August 2004.	1068
Optional	Harris, Christopher, and David Laibson. “Hyperbolic Discounting and Consumption.” Chapter 7 in Advances in Economics and Econometrics. Vol. 1. Edited by M. Dewatripont, L. P. Hansen, and S. J. Turnovsky. Cambridge, UK: Cambridge University Press, 2003. ISBN: 0521524113.	1068
Optional	Krusell, Per, and Anthony A. Smith, Jr. “On the Welfare Effects of Eliminating Business Cycles.” Review of Economic Dynamics 2, no. 1 (1999): 245-272.	1068
Optional	Laibson, David. “Golden Eggs and Hyperbolic Discounting.” Quarterly Journal of Economics 112, no. 2 (1997): 443-477.	1068
Optional	Schechtman, Jack, and Vera L. Escudero. “Some Results on an Income Fluctuation Problem.” Journal of Economic Theory 16, no. 2 (1997): 151-166.	1068
Optional	Weil, Philippe. “Precautionary Savings and the Permanent Income Hypothesis.” Review of Economic Studies 60, no. 2 (1993): 367-383.	1068
Optional	Zeldes, Stephen P. “Optimal Consumption with Stochastic Income: Deviations from Certainty Equivalence.” Quarterly Journal of Economics 104, no. 2 (1989): 275-298.	1068
Required	Attanasio, Orazio P. “Consumption.” In Handbook of Macroeconomics. Vol. 1B. Edited by John B. Taylor and Michael Woodford. Amsterdam, Netherlands: Elsevier Science, 1998. ISBN: 0444501568.	1068
Optional	Abel, Andrew. “Consumption and Investment.” In Handbook of Monetary Economics. Vol. 2. Edited by B. M. Friedman and F. H. Hahn. Amsterdam, Netherlands: Elsevier Science, 1990. ISBN: 0444880267.	1068
Optional	Blundell, Richard, Luigi Pistaferri, and Ian Preston. “Consumption Inequality and partial insurance.” IFS Working Papers W04/28, Institute for Fiscal Studies, 2004.	1068
Optional	Carroll, Christopher, and Lawrence Summers. “Consumption Growth Parallels Income Growth: Some New Evidence.” In National Savings and Economic Performance. Edited by Bernheim and Shoven. Chicago, IL: University of Chicago Press for NBER, 1991. ISBN: 0226044041.	1068
Optional	Guvenen, Fatih. “Learning Your Earning: Are Labor Income Shocks Really Very Persistent?” American Economic Review.	1068
Optional	Huggett, Mark, Gustavo Ventura, and Amir Yaron. “Sources of Lifetime Inequality.” Mimeo, 2006.	1068
Optional	Gourinchas, Pierre-Olivier, and Jonathan Parker. “Consumption over the Life Cycle.” Econometrica 70, no. 1 (2002): 47-89.	1068
Optional	Heathcote, Jonathan, Kjetil Storesletten, and Giovanni L. Violante. “Two Views of Inequality Over the Life-Cycle.” Journal of the European Economic Association 3, nos. 2-3 (2005): 765-775.	1068
Optional	Storesletten, Kjetil, Chris Telmer, and Amir Yaron. “Consumption and Risk Sharing over the Life Cycle.” Journal of Monetary Economics 51, no. 3 (2004): 609-663.	1068
Optional	Hall, Robert. “Stochastic Implications of the Life Cycle Permanent Income Hypothesis: Theory and Evidence.” Journal of Political Economy 86, no. 6 (1978): 971-987.	1068
Optional	Kocherlakota, Narayana R. “Implications of Efficient Risk Sharing without Commitment.” Review of Economic Studies 63, no. 4 (1996): 595-609.	1068
Optional	Townsend, Robert M. The Medieval Village Economy: A Study of the Pareto Mapping in General Equilibrium Models. Princeton, NJ: Princeton University Press, 1993, chapters 4-6. ISBN: 0691042705.	1068
Optional	“Risk and Insurance in Village India.” Econometrica 62, no. 3 (1994): 539-591.	1068
Required	Lucas, Robert E., Jr. “On Efficiency and Distribution.” Economic Journal 102, no. 411 (1992): 233-247.	1068
Optional	Alvarez, Fernando, and Urban J. Jermann. “Quantitative Asset Pricing Implications of Endogenous Solvency Constraints.” Review of Financial Studies 14, no. 4 (2001). Especially sections 2, 4, and 5.1.	1068
Optional	Atkeson, Andrew, and Robert E. Lucas, Jr. “On Efficient Distribution with Private Information.” Review of Economic Studies 59, no. 3 (1992): 427-453.	1068
Optional	Abel, Andrew. “Consumption and Investment.” In Handbook of Monetary Economics. Vol. 2. Edited by B. M. Freeman and F. H. Hahn. Amsterdam, Netherlands: Elsevier Science, 1990. ISBN: 0444880267.	1068
Required	Hayashi, Fumio. “Tobin’s Marginal q and Average q: A Neoclassical Interpretation.” Econometrica 50, no. 1 (1982): 213-224.	1068
Required	Dixit, A. K., and R. S. Pindyck. Investment Under Uncertainty. Princeton, NJ: Princeton University Press, 1994, chapter 2. ISBN: 0691034109.	1068
Required	Bentolila, Samuel, and Giuseppe Bertola. “Firing Costs and Labour Demand: How Bad is Eurosclerosis?” Review of Economic Studies 57, no. 3 (1990): 381-402.	1068
Required	Caballero, Ricardo J. “Aggregate Investment.” In Handbook of Macroeconomics. Vol. 1B. Edited by John B. Taylor and Michael Woodford. Amsterdam, Netherlands: Elsevier Science, 1999. ISBN: 0444501576.	1068
Required	Hopenhayn, Hugo, and Richard Rogerson. “Job Turnover and Policy Evaluation: A General Equilibrium Analysis.” Journal of Political Economy 101, no. 5 (1993): 915-938.	1068
Optional	Abel, Andrew B., and Janice C. Eberly. “Optimal Investment with Costly Reversibility.” Review of Economic Studies 63, no. 4 (1996): 581-593.	1068
Optional	Bachmann, Ruediger, Ricardo J. Caballero, and Eduardo M. R. A. Engel. “Lumpy Investment in Dynamic General Equilibrium.” NBER Working Paper No. 12336, 2006.	1068
Optional	Caballero, Ricardo J., and Eduardo M. R. A. Engle. “Explaining Investment Dynamics In U.S. Manufacturing: A Generalized (S,s) Approach.” Econometrica 67, no. 4 (1999): 783-826.	1068
Optional	Caballero, Ricardo J., and John V. Leahy. “Fixed Costs: The Demise of Marginal q.” NBER Working Paper No. 5508, 1996.	1068
Optional	Thomas, Julia K. “Is Lumpy Investment Relevant for the Business Cycle?” Journal of Political Economy 110, no. 3 (2002): 508-534.	1068
Optional	Veracierto, Marcelo L. “Plant-Level Irreversible Investment and Equilibrium Business Cycles.” American Economic Review 92, no. 1 (2002): 181-197.	1068
Required	Ross, Sheldon M. Probability and Statistics for Engineers and Scientists. 3rd ed. San Diego, CA: Academic Press, 2004. ISBN: 0125980574.	1054
Optional	Larsen, Richard J., and Morris L. Marx. An Introduction to Mathematical Statistics and its Applications. 3rd ed. Upper Saddle River, NJ: Prentice Hall, 2001. ISBN: 0139223037.	1054
Optional	DeGroot, Morris H., and Mark J. Schervish. Probability and Statistics. 3rd ed. Boston, MA: Addison-Wesley, 2002.	1054
Required	Fudenberg, Drew, and Jean Tirole. Game Theory. MIT Press, 1991. ISBN: 9780262061414.	1040
Required	Bernheim, B. Douglas. “Rationalizable Strategic Behavior.” (PDF) Econometrica 52, no. 4 (1984): 1007–28.	1040
Required	Pearce, David G. “Rationalizable Strategic Behavior and the Problem of Perfection.” Econometrica 52, no. 4 (1984): 1029–50.	1040
Required	Aumann, Robert, and Adam Brandenburger. “Epistemic Conditions for Nash Equilibrium.” Econometrica 63,  no. 5 (1995): 1161–80.	1040
Required	Brandenburger, Adam, and Eddie Dekel. “Hierarchies of Beliefs and Common Knowledge.” Journal of Economic Theory 59, no. 1 (1993): 189–98.	1040
Required	Dekel, Eddie, Drew Fudenberg, and Stephen Morris.“Interim Correlated Rationalizability” (PDF) Theoretical Economics, no. 2 (2007): 15–40.	1040
Required	“Topologies On Types.” (PDF) Theoretical Economics, no. 1 (2006): 275–309.	1040
Required	Rubinstein, Ariel. “Perfect Equilibrium in a Bargaining Model.” Econometrica 50, no. 1 (1982): 97–109.	1040
Required	Manea, Mihai. “Bargaining in Dynamic Markets.” (PDF) (2012).	1040
Required	Kreps, David M., and Robert Wilson. “Sequential Equilibrium.” Econometrica 50, no. 4 (1982): 863–94.	1040
Required	Kohlberg, Elon, and Jean-Francois Mertens. “On the Strategic Stability of Equilibria.” Econometrica 54, no. 5 (1986): 1003–37.	1040
Required	Cho, In-Koo, and David M. Kreps. “Signaling Games and Stable Equilibria.” (PDF) The Quarterly Journal of Economics 102, no. 2 (1987): 179–221.	1040
Required	Battigalli, Pierpaola, and Marciano Siniscalchi. “Strong Belief and Forward Induction Reasoning.” Journal of Economic Theory 106, no. 2 (2002): 356–91.	1040
Required	Govindan, Srihari, and Robert Wilson “On Forward Induction.” Econometrica 77, no. 1 (2008): 1–28.	1040
Required	Fudenberg, Drew, and Eric Maskin. “The Folk Theorem in Repeated Games with Discounting or with Incomplete Information.” Econometrica 54, no. 3 (1986): 533–54.	1040
Required	Abreu, Dilip, David Pearce, and Ennio Stacchetti. “Toward a Theory of Discounted Repeated Games with Imperfect Monitoring.” Econometrica 58, no. 5 (1990): 1041–63.	1040
Required	Abreu, Dilip, Paul Milgrom, and David Pearce. “Information and Timing in Repeated Partnerships.” Econometrica 59, no. 6 (1991): 1713–33.	1040
Required	Fudenberg, Drew, David Levine, and Eric Maskin. “The Folk Theorem with Imperfect Public Information.” (PDF - 2.0MB) Econometrica 62, no. 5 (1994): 997–1039.	1040
Required	Kreps, David M., and Robert Wilson. “Reputation and Imperfect Information.” (PDF - 1.6MB) Journal of Economic Theory 27, no. 2 (1982): 253–79.	1040
Required	Milgrom, Paul, and John Roberts. “Predation, Reputation and Entry Deterrence.” Journal of Economic Theory 27, no. 2 (1982): 280–312.	1040
Required	Kreps, David M., Paul Milgrom, et al. “Rational Cooperation in the Finitely Repeated Prisoners’ Dilemma.” Journal of Economic Theory 27, no. 2 (1982): 245–52.	1040
Required	Levine, David K., and Drew Fudenberg. “Reputation and Equilibrium Selection in Games with a Patient Player.” Econometrica 57, no. 4 (1989): 759–78.	1040
Required	Gul, Faruk,  Hugo Sonnenschein, and Robert Wilson. “Foundations of Dynamic Monopoly and the Coase Conjecture.” Journal of Economic Theory 39, no. 1 (1986): 155–90.	1040
Required	Abreu, Dilip, and Faruk Gul. “Bargaining and Reputation.” Econometrica 68, no. 1 (2000): 85–117.	1040
Required	Milgrom, Paul, and John Roberts. “Rationalizability and Learning in Games with Strategic Complementarities.” Econometrica 58, no. 6 (1990): 1255–77.	1040
Required	Vives, Xavier. “Complementarities and Games: New Developments.” Journal of Economic Literature 43, no. 2 (2005): 437–79.	1040
Required	Topkis, Donald M. Supermodularity and Complementarity. Princeton University Press, 1998. ISBN: 9780691032443.	1040
Required	Van Zandt, Timothy, and Xavier Vives. “Monotone Equilibria in Bayesian Games of Strategic Complementarities.” Journal of Economic Theory 134, no. 1 (2007): 339–60.	1040
Required	Immorlica, Nicole, Rachel Kranton, et al. “Social Status in Networks.” (2015).	1040
Required	Carlsson, Hans, and Eric van Damme. “Global Games and Equilibrium Selection.” Econometrica 61, no. 5 (1993): 989–1018.	1040
Required	Morris, Stephen, and Hyun Song Shin. “Unique Equilibrium in a Model of Self-­Fulfilling Attacks.” American Economic Review 88, no. 3 (1998): 587-­597.	1040
Required	Nash, John F. “The Bargaining Problem.” Econometrica 18, no. 2 (1950): 155–162.	1040
Required	Shapley, Lloyd S. “A Value for n­‐Person Games.”  In Contributions to the Theory of Games, Vol. II. Edited by H. W. Kuhn and A. W. Tucker. Princeton University Press, 1956.	1040
Required	Manea, Mihai. “Core Tatonnement.” Journal of Economic Theory 133, no. 1 (2007): 331–349.	1040
Required	Binmore, Ken, Ariel Rubinstein, and Asher Wolinsky. “The Nash Bargaining Solution in Economic Modeling.” RAND Journal of Economics 17, no. 2 (1986): 176–188.	1040
Required	Gul, Faruk. “Bargaining Foundations of Shapley Value.” Econometrica 57, no. 1 (1989): 81–95.	1040
Required	Perry, Motty, and Philip J Reny. “A Noncooperative View of Coalition Formation and the Core.” Econometrica 62, no. 4 (1994) 795–817.	1040
Required	Casella, George and Roger Berger. Statistical Inference. 2nd Edition. Cengage Learning, 2001. ISBN: 9780534243128.	1056
Optional	Kahneman, Daniel, Paul Slovic, and Amos Tversky (1982): Judgment under Uncertainty: Heuristics and Biases. Cambridge University Press. ISBN: 9780511809477.	1042
Optional	Kahneman, Daniel, and Amos Tversky (2000): Choices, Values and Frames. Cambridge University Press. ISBN: 9780521627498.	1042
Optional	Kahneman, Daniel (2011): Thinking, Fast and Slow. Penguin Books. ISBN: 9780374533557.	1042
Optional	Ross, Lee,  and Richard E. Nisbett (1991): The Person and the Situation: Perspectives of Social Psychology. Pinter & Martin Ltd. ISBN: 9781905177448.	1042
Optional	Cialdini, Robert. (1993): Influence, the Psychology of Persuasion. HarperCollins Publishers. ISBN: 9780061241895	1042
Optional	Thaler, Richard H., and Cass R. Sunstein (2008): Nudge: Improving Decisions about Health, Wealth, and Happiness. Penguin Books. ISBN: 9780143115267.	1042
Optional	Ariely, Dan (2009): Predictably Irrational: The Hidden Forces that Shape our Decisions. Harper. ISBN: 9780061353246	1042
Optional	Mullainathan, Sendhil, and Eldar Shafir (2013): Scarcity: Why Having Too Little Means So Much. Times Books. ISBN: 9780805092646.	1042
Optional	Lewis, Michael (2017): The Undoing Project: A Friendship That Changed Our Minds. W.W. Norton & Company. ISBN: 9780393254594.	1042
Optional	Thaler, Richard (2015): Misbehaving: The Making of Behavioral Economics. W.W. Norton & Company. ISBN: 9780393080940.	1042
Required	Rabin (2002): “A Perspective on Psychology and Economics” (sections I and II). European Economic Review, 46, no 4–5: 657–687.	1042
Optional	Carter et al. (2017): “The Impact of Computer Usage on Academic Performance: Evidence from a Randomized Trial at the United States Military Academy.” Economics of Education Review, 56: 118–132.	1042
Optional	"Darley and Batson (1973): “From Jerusalem to Jericho”: A Study of Situational and Dispositional Variables in Helping Behavior."" Journal of Personality and Social Psychology, 27, no. 1: 100–108."	1042
Optional	DellaVigna (2009): “Psychology and Economics: Evidence from the Field.” Journal of Economic Literatur__e, 47, no. 2: 315–72.	1042
Optional	"Gabaix and Laibson (2008): _""_The Seven Properties of Good Models."" In The Methodologies of Modern Economics: Foundations of Positive and Normative Economics. Oxford University Press."	1042
Optional	Mullainathan and Thaler (2000): “Behavioral Economics.” NBER Working Paper #7948.	1042
Optional	Rabin (1998): “Psychology and Economics.” Journal of Economic Literature, 36, no. 1: 11–46.	1042
Optional	(2013): “Incorporating Limited Rationality into Economics.” Journal of Economic Literature, 51, no. 2: 528–43.	1042
Required	Frederick et al. (2002): “Time Discounting and Time Preference: A Critical Review.” Journal of Economic Literature, 40, no. 2: 351–401.	1042
Optional	Akerlof (1991): “Procrastination and Obedience.” The American Economic Review, 81, no. 2: 1–19.	1042
Required	O’Donoghue and Rabin (1999): “Doing it Now or Later.” American Economic Review, 89, no. 1: 103–124.	1042
Optional	Laibson (1997): “Golden Eggs and Hyperbolic Discounting.” The Quarterly Journal of Economics, 112, no. 2: 443–477.	1042
Optional	O’Donoghue and Rabin (2001): “Choice and Procrastination.” The Quarterly Journal of Economics, 116, no. 1: 121–160.	1042
Optional	Ariely and Wertenbroch (2002): “Procrastination, Deadlines, and Performance.” Psychology Science, 13, no. 3.	1042
Optional	Ashraf, Karlan, and Yin (2006): “Tying Odysseus to the Mast: Evidence from a Commitment Savings Product in the Phillippines.” The Quarterly Journal of Economics, 121, no. 2: 635–672.	1042
Optional	Bryan et al. (2010): “Commitment Devices.” Annual Review of Economics, 2: 671–698.	1042
Optional	DellaVigna and Malmendier (2006): “Paying Not to Go to the Gym.” American Economic Review, 96, no. 3: 694–719.	1042
Optional	Gruber and Köszegi (2001): “Is Addiction ‘Rational’? Theory and Evidence.” The Quarterly Journal of Economics, 116, no. 4: 1261–1303.	1042
Optional	Hershfield (2011): “Future Self-Continuity: How Conceptions of the Future Self Transform Intertemporal Choice.” Annals of the New York Academy of Sciences, 1235: 30–43.	1042
Optional	Kaur, Kremer, and Mullainathan (2015): “Self-Control at Work.” Journal of Political Economy, 123, no. 6.	1042
Optional	Milkman et al. (2014): “Holding the Hunger Games Hostage at the Gym: An Evaluation of Temptation Bundling.” Management Science, 60, no. 2: 283–299.	1042
Optional	Schilbach (2019): “Alcohol and Self-Control: A Field Experiment in India.” American Economic Review, 109. no. 4: 1290–1322.	1042
Required	Rabin and Thaler (2001): “Anomalies: Risk Aversion.” Journal of Economic Perspectives, 15, no. 1: 219–232.	1042
Required	Sydnor (2010): “(Over)insuring Modest Risks.” American Economic Journal: Applied Economics, 2, no. 4: 177–99.	1042
Optional	Rabin (2000): “Risk Aversion and Expected-Utility Theory: A Calibration Theorem.” Econometrica, 68, no. 5: 1281–1292.	1042
Required	Tversky and Kahneman (1979): “Prospect Theory: An Analysis of Decision under Risk.” Econometrica, 47, no. 2: 263–292.	1042
Optional	Allen et al. (2014): “Reference-Dependent Preferences: Evidence from Marathon Runners.” NBER Working Paper No. 20343.	1042
Optional	Camerer et al. (1997): “Labor Supply of New York City Cabdrivers: One Day at a Time.” The Quarterly Journal of Economics, 112, no. 2: 407–441.	1042
Optional	Camerer (2001): “Prospect Theory in the Wild: Evidence from the Field.” In A_dvances in Behavorial Economics_. Princeton University Press. ISBN: 9781400829118.	1042
Optional	Carmon and Ariely (2000): “Focusing on the Forgone: How Value Can Appear So Different to Buyers and Sellers.” Journal of Consumer Research 27, no 3: 360–370.	1042
Optional	Genesove and Mayer (2001): “Loss Aversion and Seller Behavior: Evidence from the Housing Market.” NBER Working Paper No. 8143.	1042
Optional	Pope and Schweitzer (2011): “Is Tiger Woods Loss Averse? Persistent Bias in the Face of Experience, Competition, and High Stakes.” American Economic Review, 101, no. 1: 129–57.	1042
Required	Camerer and Fehr (2004). “Measuring Social Norms and Preferences Using Experimental Games: A Guide for Social Scientists.” In Foundations of Human Sociality: Economic Experiments and Ethnographic Evidence from Fifteen Small-Scale Societies. Edited by Joseph Henrich et al. Oxford University Press. ISBN: 9780199262052	1042
Required	Bandiera et al. (2005): “Social Preferences and the Response to Incentives: Evidence from Personnel Data.” The Quarterly Journal of Economics, 120, no. 3: 917–962.	1042
Required	Rao (2019): “Familiarity Does Not Breed Contempt: Diversity, Discrimination and Generosity in Delhi Schools.” American Economic Review, 109, no. 3: 774–809.	1042
Optional	Gneezy and List (2006): “Putting Behavioral Economics to Work: Testing for Gift Exchange in Labor Markets Using Field Experiments.” NBER Working Paper 12063.	1042
Optional	Henrich (2012): “Hunter-Gatherer Cooperation.” Nature, 481: 449–450.	1042
Optional	Lazear et al. (2012): “Sorting in Experiments with Application to Social Preferences.” American Economic Journal: Applied Economics, 4, no. 1: 136–163.	1042
Optional	Andreoni and Bernheim (2007): “Social Image and the 50-50 Norm: A Theoretical and Experimental Analysis of Audience Effects.” Econometrica, 77, no. 5: 1607–1636.	1042
Optional	Dana et al. (2007): “Exploiting Moral Wiggle Room: Experiments Demonstrating an Illusory Preference for Fairness.” Economic Theory, 33: 67–80.	1042
Optional	Ellingsen and Johannesson (2007): “Paying Respect.” Journal of Economic Perspectives, 21, no. 4: 135–150.	1042
