category	author	title	type	collection	year	course
Required	"[{:family=>""Markens"", :given=>""Susan""}, {:family=>""Browner"", :given=>""C.H.""}, {:family=>""Press"", :given=>""Nancy""}]"	Feeding the Fetus: On Interrogating the Notion of Maternal-Fetal Conflict	article-journal	Feminist Studies	1997	1585
Required	"[{:family=>""Douglas"", :given=>""Mary""}]"	Deciphering a Meal.” Chapter 18 in Implicit Meanings	article-journal	Routledge	2010	1585
Required	"[{:family=>""Gillette"", :given=>""Maris Boyd""}]"	Children’s Food and Islamic Dietary Restrictions in Xi’an.” Chapter 3 in Feeding China’s Little Emperors: Food			2000	1585
Required		Appendix to Chapter 3: Food Diary of Peng	chapter	Feeding China’s Little Emperors: Food	2000	1585
Required	"[{:family=>""Fisher"", :given=>""M.F.K.""}]"	The Gastronomical Me			1989	1585
Required	"[{:family=>""Sutton"", :given=>""David""}]"	Whole Foods: Revitalization through Everyday Synesthetic Experience	article-journal	Anthropology and Humanism	2000	1585
Required		Introduction			1996	1585
Required		Recipes	article-journal	ISBN	1996	1585
Optional	"[{:family=>""Holtzman"", :given=>""Jon""}]"	Remembering Bad Cooks: Sensuality	article-journal	Senses & Society	2010	1585
Optional	"[{:family=>""Nierenberg"", :given=>""Amelia""}]"	For Many Widows	article-journal	New York Times	2019-10-28	1585
Required	"[{:family=>""Appadurai"", :given=>""Arjun""}]"	Gastro-Politics in Hindu South Asia	article-journal	American Ethnologist	1981	1585
Required	"[{:family=>""Counihan"", :given=>""Carole""}]"	Food Rules in the United States: Individualism	chapter	Chapter 7 in The Anthropology of Food and Body: Gender	1999	1585
Optional	"[{:family=>""Murphy"", :given=>""Kate""}]"	I Love You	article-journal	New York Times	2008-02-13	1585
Optional	"[{:family=>""Scrinis"", :given=>""Gyorgy""}]"	On the Ideology of Nutritionism	article-journal	Gastronomica	2008	1585
Optional	"[{:family=>""Nestle"", :given=>""Marion""}]"	Politics Versus Science: Opposing the Food Pyramid	chapter	Chapter 2 in Food Politics: How the Food Industry Influences Nutrition and Health	2003	1585
Required	"[{:family=>""Yates-Doerr"", :given=>""Emily""}]"	The Opacity of Reduction: Nutritional Black-Boxing and the Meanings of Nourishment	article-journal	Food	2012	1585
Required	"[{:family=>""Rhinehart"", :given=>""Rob""}]"	How I Stopped Eating Food	article-journal	Mostly Harmless. February	2013	1585
Required	"[{:family=>""Gálvez"", :given=>""Alysha""}, {:family=>""Freudenberg"", :given=>""Nicholas""}]"	How NAFTA Got Mexicans Hooked on U.S	article-journal	Junk Food,” Dallas Morning News	2017-05-01	1585
Required	"[{:family=>""Martin"", :given=>""Andrew""}]"	Government’s Dietary Advice: Eat Less	article-journal	New York Times	2011-01-31	1585
Required	"[{:family=>""Josephson"", :given=>""Paul""}]"	The Ocean’s Hot Dog: The Development of the Fish Stick	article-journal	Technology and Culture	2008	1585
Required	"[{:family=>""Khatchadourian"", :given=>""Raffi""}]"	The Taste Makers: The Secret World of the Flavor Factory	article-journal	New Yorker	2009-11-23	1585
Required	"[{:family=>""Friend"", :given=>""Tad""}]"	Can a Burger Help Solve Climate Change?	article-journal	New Yorker	2009-09-30	1585
Required	"[{:family=>""Fajans"", :given=>""Jane""}]"	Açai: From the Amazon to the World	chapter	Chapter 4 in Brazilian Food: Race	2012	1585
Required	"[{:family=>""Esterik"", :particle=>""Van""}, {:given=>""Penny""}]"	From Hunger Foods to Heritage Foods: Challenges to Food Localization in Lao PDR	chapter	Chapter 6 in Fast Food/Slow Food: The Cultural Economy of the Global Food System	2006	1585
Required	"[{:family=>""Adelman"", :given=>""Juliana""}, {:family=>""Haushofer"", :given=>""Lisa""}]"	Introduction: Food as Medicine	article-journal	Journal of the History of Medicine and Allied Sciences	2018	1585
Required	"[{:family=>""Harbers"", :given=>""Hans""}, {:family=>""Mol"", :given=>""Annemarie""}, {:family=>""Stollmeyer"", :given=>""Alice""}]"	Food Matters	article-journal	Theory	2002	1585
Required	"[{:family=>""Coates"", :given=>""Karen""}]"	Food is Health	article-journal	SAPIENS	2016-01-28	1585
Required	"[{:family=>""Sismondo"", :given=>""Christine""}]"	Flavonoids are the Next Big Thing in Marijuana Research	article-journal	The Star	2019-07-23	1585
Required	"[{:family=>""Chao"", :given=>""Sharon""}]"	One in 10 MIT Undergrads Can’t Afford Food	article-journal	The Tech	2017-10-12	1585
Required	"[{:family=>""Fitchen"", :given=>""Janet M.""}]"	Hunger			1997	1585
Required	"[{:family=>""Cate"", :given=>""Sandra""}]"	‘Breaking Bread with a Spread’ in a San Francisco County Jail	article-journal	Gastronomica	2008	1585
Required	"[{:family=>""Clapp"", :given=>""Jennifer""}]"	The Political Economy of Food Aid in an Era of Agricultural Biotechnology	article-journal	Global Governance	2005	1585
Required	"[{:family=>""Mares"", :given=>""Teresa M.""}]"	More than Money: Extending the Meanings and Methodologies of Farmworker Food Security	chapter	Chapter 2 in Life on the Other Border: Farmworkers and Food Justice in Vermont	2019	1585
Required	"[{:family=>""Mares"", :given=>""Teresa M.""}]"	Cultivating Food Sovereignty Where There Are Few Choices.” Chapter 3 in Life on the Other Border: Farmworkers and Food Justice in Vermont			2019	1585
Required	"[{:family=>""Pogash"", :given=>""Carol""}]"	Free Lunch Isn’t Cool	article-journal	New York Times	2008-03-01	1585
Required	"[{:family=>""Bowen"", :given=>""Sarah""}, {:family=>""Elliott"", :given=>""Sinikka""}, {:family=>""Hardison-Moody"", :given=>""Annie""}]"	A Heartbreaking Choice for Moms: Food or a Family’s Future	article-journal	New York Times	2019-08-21	1585
Required	"[{:family=>""Fadulu"", :given=>""Lola""}]"	Trump Administration Unveils More Cuts to Food Stamp Program	article-journal	New York Times	2019-10-04	1585
Required	"[{:family=>""Fadulu"", :given=>""Lola""}]"	Trump Administration Delays Cuts to Food Stamps and School Meals	article-journal	New York Times	2019-10-16	1585
Required	"[{:family=>""Healy"", :given=>""Jack""}]"	Farm Country Feeds America. But Just Try Buying Groceries There	article-journal	New York Times	2019-11-15	1585
Required	"[{:family=>""Ramchandani"", :given=>""Ariel""}]"	There’s a Sexual-Harassment Epidemic on America’s Farms	article-journal	The Atlantic	2018-01-29	1585
Required	"[{:family=>""Edgar"", :given=>""Chelsea""}]"	Who Wants to Work on a Vermont Dairy Farm? A Reporter Spent a Week Finding Out	article-journal	Seven Days	2019-03-13	1585
Required		Food Security in the U.S	chapter	United States Department of Agriculture		1585
Required	"[{:family=>""Brown"", :given=>""H.Claire""}, {:family=>""Fassler"", :given=>""Joe""}]"	Prison Food is Making U.S. Inmates Disproportionately Sick	article-journal	The Counter	2018-01-03	1585
Required	"[{:family=>""Wurgaft"", :given=>""Benjamin Aldes""}]"	Biotech Cockaigne of the Vegan Hopeful	article-journal	Hedgehog Review	2019	1585
Required	"[{:family=>""Goodyear"", :given=>""Dana""}]"	Grub: Eating Bugs to Save the Planet	article-journal	New Yorker	2011-08-15	1585
Required	"[{:family=>""Yates-Doerr"", :given=>""Emily""}]"	The World in a Box? Food Security	article-journal	Social Science & Medicine	2015	1585
Required	"[{:family=>""Kite-Powell"", :given=>""Jennifer""}]"	Why Precision Agriculture Will Change How Food Is Produced			2018-04-30	1585
Required	"[{:family=>""Sytsma"", :given=>""Alan""}]"	What Will Dinner Look Like in 2029? Ten Chefs Cook Their Vision of the Future			2019-11-14	1585
Required	"[{:family=>""García"", :given=>""María Elena""}]"	Super Guinea Pigs?	article-journal	Anthropology Now	2010	1585
Required	"[{:family=>""Bland"", :given=>""Alastair""}]"	From Pets To Plates: Why More People Are Eating Guinea Pigs	article-journal	NPR	2013-04-02	1585
Required	"[{:family=>""Maher-Johnson"", :given=>""Louise Elizabeth""}, {:family=>""Johnson"", :given=>""Ayana Elizabeth""}]"	Broccoli Is Dying. Corn Is Toxic	book		2019-08-20	1585
Required		MIT Food Insecurity Solutions Working Group Report			2018	1585
Required		MIT Food & Sustainability Working Group Report			2018	1585
Required	"[{:family=>""Siskind"", :given=>""Janet""}]"	The Invention of Thanksgiving: A Ritual of American Nationality	chapter	Chapter 5 in Food in the USA: A Reader	2002	1585
Required	"[{:family=>""Jung"", :given=>""Yuson""}]"	Re)Establishing the Normal	article-journal	Gastronomica	2014	1585
Required	"[{:family=>""Williams-Forson"", :given=>""Psyche""}]"	‘I Haven’t Eaten If I Don’t Have My Soup and Fufu’: Cultural Preservation through Food and Foodways among Ghanaian Migrants in the United States	article-journal	Africa Today	2014	1585
Required	"[{:family=>""Loh"", :given=>""Penn""}, {:family=>""Agyeman"", :given=>""Julian""}]"	Boston’s Emerging Food Solidarity Economy.” Chapter 11 in The New Food Activism: Opposition			2017	1585
Optional	"[{:family=>""Severson"", :given=>""Kim""}]"	Hey	article-journal	New York Times	2019-10-14	1585
Optional	"[{:family=>""Santo"", :given=>""Alysia""}, {:family=>""Iaboni"", :given=>""Lisa""}]"	What’s in a Prison Meal?	article-journal	The Marshall Project	2015-07-07	1585
Optional	"[{:family=>""Levine"", :given=>""Susan""}, {:family=>""Rogers"", :given=>""Jenny""}]"	What’s for Lunch?			2019-10-28	1585
Optional	"[{:family=>""Westcott"", :given=>""Ben""}, {:family=>""Fang"", :given=>""Nanlin""}]"	China Perfected Fake Meat Centuries before the Impossible Burger	article-journal	CNN. November	2019	1585
Optional		Sean Sherman’s 10 Essential Native American Recipes	article-journal	New York Times	2019-11-04	1585
Optional	"[{:family=>""Wilson"", :given=>""Bee""}]"	The Instant Pot Understands the History of Women’s Labor in the Kitchen	article-journal	Bustle	2019-10-29	1585
Optional	"[{:family=>""Mishan"", :given=>""Ligaya""}]"	On Hawaii	article-journal	New York Times Style Magazine	2019-11-08	1585
Optional	"[{:family=>""Anderson"", :given=>""Brett""}]"	Gulf Oysters Are Dying	article-journal	New York Times	2019-11-12	1585
Optional	"[{:family=>""Fenson"", :given=>""Zoe""}]"	It’s So Much More than Cooking	article-journal	The Week	2019-10-02	1585
Optional	"[{:family=>""Dickson"", :given=>""Courtney""}]"	The Fruit of 22 Years’ Labour: Highly Anticipated Cosmic Crisp Apple Set for Launch	article-journal	CBC	2019-11-02	1585
Optional	"[{:family=>""Ewick"", :given=>""Patricia""}, {:family=>""Silbey"", :given=>""Susan S.""}]"	The Common Place of Law: Stories From Everyday Life (Language and Legal Discourse	book		1998	1591
Optional	"[{:family=>""Cuba"", :given=>""Lee""}]"	A Short Guide to Writing About Social Science	book		2002	1591
Optional	"[{:family=>""Strunk"", :given=>""William""}, {:family=>""White"", :given=>""E.B.""}]"	The Elements of Style	book		1999	1591
Required		The Law and Society Reader	book		1995	1591
Required	"[{:family=>""Burnett"", :given=>""D.Graham""}]"	A Trial by Jury	book		2002	1591
Required	"[{:family=>""Carter"", :given=>""Leif""}, {:family=>""Burke"", :given=>""Tom""}]"	Reason in Law	book		2001	1591
Required	"[{:family=>""Harr"", :given=>""Jonathan""}]"	A Civil Action	book		1996	1591
Required	"[{:family=>""Sutton"", :given=>""John""}]"	Law/Society: Origins	book		2001	1591
Optional	"[{:family=>""Berman"", :given=>""Paul""}]"	An Observation and a Strange but True ‘Tale’: What Might the Historical Trials of Animals Tell Us About the Transformative Potential of Law?	article-journal	Hastings Law Journal	2000-11	1591
Optional	"[{:family=>""Black"", :given=>""Donald""}]"	The Social Organization of Arrest	chapter	Policing Society	1985	1591
Optional	"[{:family=>""Burke"", :given=>""Thomas F.Lawyers""}]"	Lawsuits and Legal Rights: The Battle over Litigation in American Society	book		2002	1591
Optional	"[{:family=>""Chambliss"", :given=>""William J.""}]"	A Sociological Analysis of the Law of Vagrancy	article-journal	Social Problems	1964	1591
Optional	"[{:family=>""Cobb"", :given=>""Sara""}]"	The Domestication of Violence in Mediation	article-journal	Law & Society Review	1997	1591
Optional	"[{:family=>""Cuba"", :given=>""Lee""}]"	A Short Guide to Writing About Social Science	book		1992	1591
Optional	"[{:family=>""Currie"", :given=>""Elliott P.""}]"	Crimes without Criminals: Witchcraft and Its Control in Renaissance Europe	article-journal	The Social Organization of Law	1968	1591
Optional	"[{:family=>""Feeley"", :given=>""Malcolm""}]"	The Process is the Punishment	book		1992	1591
Optional	"[{:family=>""Felstiner"", :given=>""William L.F.""}, {:family=>""Abel"", :given=>""Richard L.""}, {:family=>""Sarat"", :given=>""Austin""}]"	The Emergence and Transformation of Disputes: Naming	article-journal	Law & Society Review	1980	1591
Optional	"[{:family=>""Hall"", :given=>""Jerome""}]"	Theft			1952	1591
Optional	"[{:family=>""Hawthorne"", :given=>""Nathaniel""}]"	The Scarlet Letter and Selected Tales	book		1979	1591
Optional	"[{:family=>""Hay"", :given=>""Douglas""}, {:family=>""al"", :given=>""Douglas Hay"", :particle=>""et.""}]"	Property	article-journal	Chap	1975	1591
Optional	"[{:family=>""Hensler"", :given=>""Deborah""}]"	Suppose It’s Not True: Challenging Mediation Ideology	article-journal	Journal of Dispute Resolution	2002	1591
Optional	"[{:family=>""Holmes"", :given=>""Oliver Wendell""}]"	The Path of the Law	book		1897	1591
Optional	"[{:family=>""Paul"", :given=>""Jeremy""}]"	Changing the Subject: Cognitive Theory and the Teaching of Law	article-journal	Brooklyn Law Review	2002	1591
Optional	"[{:family=>""Justice"", :given=>""Real""}]"	District Court	article-journal	PBS Video	1999	1591
Optional	"[{:family=>""Justice"", :given=>""Real""}]"	Superior Court	article-journal	PBS Video	1999	1591
Optional	"[{:family=>""Sherwin"", :given=>""Richard K.""}]"	When Law Goes Pop: The Vanishing Line Between Law and Popular Culture	book		2000	1591
Optional	"[{:family=>""Silbey"", :given=>""Susan""}]"	The Consequences of Responsive Regulation	chapter	Enforcing Regulation	1984	1591
Optional	"[{:family=>""Silbey"", :given=>""Susan""}]"	The Emperor’s New Clothes: Mediation Mythology and Markets	article-journal	Journal of Dispute Resolution	2002	1591
Optional	"[{:family=>""Strunk"", :given=>""William""}, {:family=>""White"", :given=>""E.B.""}]"	Elements of Style	book		1999	1591
Optional	"[{:family=>""Telpner"", :given=>""Brian""}]"	Constructing Safe Communities: Megan’s Law and the Purposes of Punishment	article-journal	Georgetown Law Journal	1997-06	1591
Optional	"[{:family=>""Thompson"", :given=>""E.P.""}, {:family=>""P"", :given=>""E.""}, {:family=>""P"", :given=>""E.""}]"	The Rule of Law	chapter	The Essential E	2001	1591
Optional		What Do We Talk About When We Talk About Law	chapter	The Law and Society Reader		1591
Required	"[{:family=>""System"", :given=>""Criminal Justice""}, {:family=>""Currie"", :given=>""Elliott""}]"	The Control of Witchcraft in Renaissance Europe			Lec #4	1591
Required	"[{:family=>""Emerson"", :given=>""Robert""}]"	Holistic Effects in Social Control Decision-Making	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Blankenburg"", :given=>""Erhard""}]"	The Selectivity of Legal Sanctions: An Empirical Investigation of Shoplifting	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Alschuler"", :given=>""Albert W.""}]"	Plea Bargaining and It’s History	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Radelet"", :given=>""Michael""}, {:family=>""Pierce"", :given=>""Glenn L.""}]"	Race and Prosecutorial Discretion in Homicide Cases	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Heumann"", :given=>""Milton""}, {:family=>""Loftin"", :given=>""Colin""}]"	Mandatory Sentencing and the Abolition of Plea Bargaining: The Michigan Felony Firearm Statute	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Daly"", :given=>""Kathleen""}]"	Structure and Practice of Familial-Based Justice in a Criminal Court	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Engel"", :given=>""David""}]"	The Over Bird’s Song: Insiders	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Merry"", :given=>""Sally""}]"	Going to Court: Strategies of Dispute Management in an Urban Neighborhood	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Felstiner"", :given=>""Abel""}, {:family=>""Sarat"", :given=>""Austin""}]"	The Emergence and Transformation of Disputes: Naming				1591
Required	"[{:family=>""Galanter"", :given=>""Marc""}]"	Why the ‘Haves’’ Come Out Ahead	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Tanase"", :given=>""Takao""}]"	The Management of Disputes: Automobile Accident Compensation in Japan	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Sarat"", :given=>""Austin""}, {:family=>""Felstiner"", :given=>""William""}]"	Law and Social Relations: Vocabularies of Motive in Lawyer/Client Interaction	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Conley"", :given=>""John""}, {:family=>""O’Barr"", :given=>""William""}]"	Lay Expectations of the Civil Justice System	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Burke"", :given=>""Thomas""}]"	Lawyers	book			1591
Required	"[{:family=>""Silbey"", :given=>""Susan""}]"	The Emperor’s New Clothes: Mediation Mythology and Markets				1591
Required	"[{:family=>""Cobb"", :given=>""Sara""}]"	The Domestication of Violence in Mediation				1591
Required	"[{:family=>""Telpner"", :given=>""Brian""}]"	Constructing Safe Communities: Megan’s Law and the Purposes of Punishment				1591
Required	"[{:family=>""Berman"", :given=>""Paul""}]"	An Observation and a Strange but True ‘Tale’: What might the Historical Trials of Animals tell us about the Transformative Potential of Law?				1591
Required	"[{:family=>""Chambliss"", :given=>""William""}]"	A Sociological Analysis of the Law of Vagrancy				1591
Required	"[{:family=>""Hay"", :given=>""Douglas""}]"	Property				1591
Required	"[{:family=>""Ekland-Olson"", :given=>""Sheldon""}, {:family=>""Martin"", :given=>""Steve J.""}]"	Organizational Compliance with Court-Ordered Reform	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Gilboy"", :given=>""Janet""}]"	Penetrability of Administrative Systems: Political ‘Casework’ and Immigration Inspections	chapter	The Law and Society Reader		1591
Required	"[{:family=>""Silbey"", :given=>""Susan""}]"	The Consequences of Responsive Regulation				1591
Required	"[{:family=>""Ewick"", :given=>""Patricia""}, {:family=>""Silbey"", :given=>""Susan S.""}]"	The Common Place of Law: Stories from Everyday Life				1591
Required	"[{:family=>""Sherwin"", :given=>""Richard""}]"	When Law Goes Pop:The Vanishing Line Between Law and Popular Culture	book			1591
Required	"[{:family=>""Adam"", :given=>""Alison""}]"	The Knowing Subject in AI.” Chapter 3 in Artificial Knowing: Gender and the Thinking Machine			1998	1624
Required	"[{:family=>""Boellstorff"", :given=>""Tom""}]"	Coming of Age in Second Life	article-journal	and chapter	2008	1624
Required	"[{:family=>""Hayles"", :given=>""N.Katherine""}]"	How We Became Posthuman: Virtual Bodies in Cybernetics			1999	1624
Required	"[{:family=>""Kelty"", :given=>""Christopher""}]"	Two Bits: The Cultural Significance of Free Software			2008	1624
Required	"[{:family=>""Orr"", :given=>""Jackie""}]"	Chapter 3 in Panic Diaries: A Genealogy of Panic Disorder			2006	1624
Required	"[{:family=>""Keller"", :given=>""Fox""}, {:given=>""Evelyn""}]"	Booting up Baby			2007	1624
Required	"[{:family=>""Taylor"", :given=>""T.L.""}]"	Play Between Worlds: Exploring Online Gaming Culture			2009	1624
Optional	"[{:family=>""Edwards"", :given=>""Paul""}]"	The Closed World: Computers and the Politics of Discourse in Cold War America			1997	1624
Optional	"[{:family=>""Helmreich"", :given=>""Stefan""}]"	Silicon Second Nature: Culturing Artificial Life in a Digital World			2000	1624
Optional	"[{:family=>""Kember"", :given=>""Sarah""}]"	Cyberfeminism and Artificial Life			2003	1624
Optional	"[{:family=>""Suchman"", :given=>""Lucy""}]"	Human-Machine Reconfigurations			2007	1624
Optional	"[{:family=>""Turkle"", :given=>""Sherry""}]"	The Second Self: Computers and the Human Spirit			2005	1624
Optional	"[{:family=>""Channell"", :given=>""David""}]"	The Vital Machine			1991	1624
Required	"[{:family=>""Riskin"", :given=>""Jessica""}]"	Eighteenth Century Wetware	article-journal	Representations	2003	1624
Optional	"[{:family=>""Morus"", :given=>""Iwan Rhys""}]"	Bodies/Machines			2002	1624
Optional	"[{:family=>""Riskin"", :given=>""Jessica""}]"	The Defecating Duck	article-journal	Critical Inquiry	2003	1624
Optional	"[{:family=>""Standage"", :given=>""Tom""}]"	The Turk: The Life and Times of the Famous Eighteenth Century Chess-Playing Machine			2002	1624
Optional	"[{:family=>""Wood"", :given=>""Gaby""}]"	Living Dolls: A Magical History of the Quest for Mechanical Life			2002	1624
Required	"[{:family=>""Schaffer"", :given=>""Simon""}]"	Babbage’s Intelligence: Calculating Engines and the Factory System	article-journal	Critical Inquiry	1994	1624
Required	"[{:family=>""Wise"", :given=>""M.Norton""}]"	The Gender of Automata in Victorian Britain				1624
Optional	"[{:family=>""Beniger"", :given=>""James""}]"	The Control Revolution: Technological and Economic Origins of the Information Society			1989	1624
Optional	"[{:family=>""Cockburn"", :given=>""Cynthia""}]"	Machinery of Dominance: Women			1990	1624
Optional	"[{:family=>""Cowan"", :given=>""Ruth Schwartz""}]"	More Work for Mother: The Ironies of Household Technology from the Open Hearth to the Microwave			1985	1624
Optional	"[{:family=>""Forty"", :given=>""Adrian""}]"	Objects of Desire: Design and Society Since 1750			1992	1624
Optional	"[{:family=>""Foucault"", :given=>""Michel""}]"	Discipline & Punish: The Birth of the Prison			1995	1624
Optional	"[{:family=>""Freeman"", :given=>""Carla""}]"	High Tech and High Heels in the Global Economy: Women			2000	1624
Optional	"[{:family=>""Grier"", :given=>""David""}]"	When Computers Were Human			2005	1624
Optional	"[{:family=>""Noble"", :given=>""David""}]"	Forces of Production			1986	1624
Optional	"[{:family=>""Thomas"", :given=>""Robert""}]"	What Machines Can’t Do: Politics and Technology in the Industrial Enterprise			1994	1624
Required	"[{:family=>""Bowker"", :given=>""Geoffrey""}]"	How to be Universal: Some Cybernetic Strategies	article-journal	Social Studies of Science	1993	1624
Optional	"[{:family=>""Bateson"", :given=>""Gregory""}]"	Cybernetic Explanation	chapter	Steps to an Ecology of Mind	2000	1624
Optional	"[{:family=>""Bush"", :given=>""Vannevar""}]"	As We May Think	article-journal	The Atlantic Monthly	1945	1624
Optional	"[{:family=>""Campbell-Kelley"", :given=>""Martin""}, {:family=>""Aspray"", :given=>""William""}]"	Computer: A History of the Information Machine			2004	1624
Optional	"[{:family=>""Ceruzzi"", :given=>""Paul""}]"	A History of Modern Computing			2003	1624
Optional	"[{:family=>""Eglash"", :given=>""Ron""}]"	Cultural Cybernetics: the Mutual Construction of People and Machines	book		2000	1624
