category	reading	course
Required	Rao, R. V. “A material selection model using graph theory and matrix approach.” Materials Science and Engineering A, no. 431 (2006): 248-255.	159
Required	Milani, A. S., A. Shanian, R. Madoliat, and J. A. Nemes. “The effect of normalization norms in multiple attribute decision making (MADM) models: A case study in gear material selection.” Structural and Multidisciplinary Optimization 29, no. 4 (2005): 312-318.	159
Required	Milani, A. S., C. El-Lahham, and J. A. Nemes. “Different approaches in multiple-criteria optimization using the Taguchi Method: A case study in a cold heading process.” Journal of Advanced Manufacturing Systems 3, no. 1 (2004): 53-68.	159
Required	Niemira, M. P., and T. L. Saaty. “An Analytic Network Process model for financial-crisis forecasting.” International Journal of Forecasting 20 (2004): 573-587.	159
Required	Figueira, J., and B. Roy. “Determining the weights of criteria in the ELECTRE type methods with a revised Simos’ procedure.” European Journal of Operational Research 139 (2002): 317-326.	159
Required	Roth, R. F., F. Field, and J. Clark. “Materials Selection and Multi-Attribute Utility Analysis.” Journal of Computer-Aided Materials Design 1, no. 3 (1994): 325-342.	159
Required	Mathews, J. H., and K. D. Fink. Numerical Methods Using MATLAB®. 3rd ed. Upper Saddle River, NJ: Prentice Hall, 1998. ISBN: 9780132700429.	158
Required	Vogel, Steven. Cats’ Paws and Catapults: Mechanical Worlds of Nature and People. W. W. Norton & Company, 2000. ISBN: 9780393319903.	164
Required	Triantafyllou, Michael S., and George S. Triantafyllou. “An Efficient Swimming Machine.” Scientific American 272, no. 3 (1995): 64–71.	164
Required	Taylor, Graham K., Robert L. Nudds, et al. “Flying and Swimming Animals Cruise at a Strouhal Number Tuned for High Power Efficiency.” Nature 425, no. 6959 (2003): 707–11.	164
Required	Holland, John H. “Genetic Algorithms.” Scientific American 267, no. 1 (1992): 66–72.	164
Required	Carpenter, Jennifer. “May the Best Analyst Win.” Science 331, no. 6018 (2011): 698–9.	164
Required	Woolley, Anita Williams, Christopher F. Chabris, et al. “Evidence for a Collective Intelligence Factor in the Performance of Human Groups.” Science 330, no. 6004 (2010): 686–8.	164
Required	Chittka, Lars, and Alex Mesoudi. “Insect Swarm Intelligence.” Science 331, no. 6016 (2011): 401–2.	164
Required	Hibbeler, R. C. Mechanics of Materials. 6th ed. East Rutherford, NJ: Pearson Prentice Hall, 2004. ISBN: 9780131913455.	65
Optional	Crandall, S. H., N. C. Dahl, and T. J. Lardner. An Introduction to the Mechanics of Solids. 2nd ed. New York, NY: McGraw Hill, 1979. ISBN: 9780070662308.	65
Required	Madigan, M., J. Martinko, and J. Parker. Brock Biology of Microorganisms. 10th ed. New York: Prentice Hall, 2002. ISBN: 0130662712.	59
Required	The (unfinished) draft of the book: Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Hendrickson, Chris. Project Management for Construction.	9
Required	O’Leary, and Acret. Construction Nightmares. BNI Publications Inc, 2001. ISBN: 1-55701-298-9.	9
Required	Hendrickson, Chris. Chapter 1 in Project Management for Construction.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Engineering Economy with Uncertainity.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Project Participants.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Estimating.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Project Planning .” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Performance Analysis.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Control Actions.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Project Dynamics.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Project Reviews.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Required	Peña-Mora, F., C. Anumba, J. Lyneis, L. Soibelman, M. Park, M. Samii, and K. Kalligeros. “Project Closeout.” In System and Project Management. MIT/Prentice Hall Textbook Series on Civil, Environmental and Systems Engineering.	9
Optional	Schtub, A., J. Bard, and S. Globerson. Project Management: Engineering Technology, and Implementation. New York, NY: Prentice Hall, 1994. Sections 5.1 through 5.3.	9
Optional	Iansiti, M., and A. MacCormack. Developing Products on Internet Time. Harvard Business School Press, 1997. ISBN: B00005RZ6Z.	9
Optional	Ward et. al. “The Second Toyota Paradox: How Delaying Decisions Can Make Better Cars Faster.” Sloan Management Review 36, no. 3 (1995): 43-61.	9
Optional	Henderson, R. “Managing Innovation in the Information Age.” Harvard Business Review 72, no. 1 (1994): 100-105.	9
Optional	Hameri, A. P., J. Nihtila. “Distributed New Product Development Project Based on Internet and World-Wide Web.” Journal of Production Innovation & Management 14, no. 2 (1997): 77-87.	9
Optional	Chambers, C. A. “Transforming New Product Development.” Research-Technology Management 39, no. 6 (November-December 1996): 32-38.	9
Optional	McCord, K. R., and S. D. Eppinger. “Managing the Integration Problem in Engineering.” MIT Sloan School of Management Working Paper, no. 3594, August 1993.	9
Optional	Thamhain, H. Engineering Management. 1st ed. Wiley-Interscience, 1992. ISBN: 0471828017.	9
Optional	Schtub, A., J. Bard, and S. Globerson. Chapter 10 in Project Management: Engineering Technology, and Implementation. Prentice Hall, 1994. Sections 5.1 through 5.3.	9
Optional	Suh, N. Chapters 4 and 6 in Principles of Design. Oxford University Press, 1990. ISBN: 0195043456.	9
Optional	Naylor, H. F. Chapter 2 in Construction Project Management. New York: Delmar Publishers, 1995. ISBN: 0827357338.	9
Optional	Schtub, A., J. Bard, and S. Globerson. Project Management: Engineering Technology, and Implementation. Prentice Hall, 1994	9
Optional	Callahan, M., D. Quackenbush, and G. Rowings. Construction Project Scheduling. New York: McGraw-Hill, 1992. ISBN: 0070097011.	9
Optional	Meredith, J., and S. Mantel. Chapter 8 in Project Management: A Managerial Approach. 4th ed. New York: J. Wiley & Sons, 2000. ISBN: 0471016268.	9
Optional	Taylor, B. W., and L. J. Moore. “R&D Project Planning with Q-GERT Network Modeling and Simulation.” Management Science 26, no. 1 (1980): 44-59.	9
Optional	Moder, Philips, and Davis.  Project Management with CPM, PERT, and Precedence Diagramming. New York: Van Nostrand Reinhold, 1983. ISBN: 0442254156.	9
Optional	Pritsker, A., and B. Alan. Management Decision Making. Englewood Cliffs, NJ: Prentice-Hall, 1983. ISBN: 0135481643.	9
Optional	Badiru, A. B. Chapter 4 in Project Management in Manufacturing and High Technology Operations. New York: J. Wiley & Sons, 1996. ISBN: 0471127213.	9
Optional	Meredith, J., and S. Mantel. Chapter 9 in Project Management: A Managerial Approach. 4th ed. New York: J. Wiley & Sons, 2000. ISBN: 0471016268.	9
Optional	Moder, Philips, and Davis. Chapter 7 in Project Management with CPM, PERT, and Precedence Diagramming. New York: Van Nostrand Reinhold, 1983. ISBN: 0442254156.	9
Optional	Elton and Roe. Bringing Discipline to Project Management.	9
Optional	Goldratt, E. M. Critical Chain. Great Barrington, MA: North River Press, 1997. ISBN: 0884271536.	9
Optional	Stump, E. J., and K. Ferguson. The Value of Integrated Project Risk Management. INCOSE Symposium, 1998.	9
Optional	Armstrong. Risk in Risk Management.	9
Optional	Paté-Cornell, M. E., and R. L. Dillon. “Analytical Tools for the Management of Faster-Better-Cheaper Space Missions.” Proceedings of the 1998 IEEE Aerospace Conference. Vail, Colorado, March 1998.	9
Optional	Kenley, and Creque. Predicting Technology Operational Availability Using Technical Maturity Models.	9
Optional	Hall, E. M. Risks to Riches: Risk Management Return on Investment. INCOSE Symposium, 1998.	9
Optional	Duncan, W. R. Chapter 11 in A Guide to the Project Management Body of Knowledge. Project Management World Today, Project Management Institute, Inc. (USA).	9
Optional	Callahan, M., D. Quackenbush, and G. Rowings. Chapter 12 in Construction Project Scheduling. New York: McGraw-Hill, 1992. ISBN: 0070097011.	9
Optional	Peña-Mora, F., C. Cosa, and D. S. McCone. Introduction to Construction Dispute Resolution. New Jersey: MIT/Prentice Hall Textbook Series on Civil, Environmental & Systems Engineering, 2002.	9
Optional	Thamhain, H. Chapter 6 in Engineering Management. 1st ed. Wiley-Interscience, 1992. ISBN: 0471828017.	9
Optional	Kaplan, and Norton. Systems Engineering Measurement Primer. INCOSE, Sections 1-5.	9
Optional	Application and Management of the Systems Engineering Process. IEEE 1220, Section 6.8.2.5 through 6.8.7.	9
Optional	Meredith, J., and S. Mantel. Chapter 12 in Project Management: A Managerial Approach. 4th ed. New York: J. Wiley & Sons, 2000. ISBN: 0471016268.	9
Optional	Gulliver, F. R. “Post Project Appraisals Pay.” Harvard Business Review 65, no. 2 (March-April 1987): 128.	9
Optional	Meredith, J., and S. Mantel. Chapter 13 in Project Management: A Managerial Approach. 4th ed. New York: J. Wiley & Sons, 2000. ISBN: 0471016268.	9
Optional	Sterman, J. System Dynamics Modeling for Project Management. 2000.	9
Optional	Sterman, J.  Business Dynamics.  Boston, MA: McGraw-Hill, 2000. ISBN: 007238915X.	9
Required	Nise, Norman S. Control Systems Engineering. 5th ed. New York, NY: John Wiley & Sons, 2007. ISBN: 9780471794752.	73
Optional	Rowell and Wormley. System Dynamics: An Introduction. Upper Saddle River, NJ: Prentice Hall, 1996.	73
Optional	Dorf and Bishop. Modern Control Systems. 7th ed. Reading, MA: Addison-Wesley, 1995.	73
Optional	Ogata. Modern Control Engineering. 3rd ed. Upper Saddle River, NJ: Prentice Hall, 1996.	73
Required	Palm, William J. Modeling, Analysis, and Control of Dynamic Systems. 2nd ed. New York, NY: John Wiley & Sons, 1999. ISBN: 9780471073703.	67
Required	Ogata, Katsuhiko. System Dynamics. 4th ed. Upper Saddle River, NJ: Pearson/Prentice Hall, 2003. ISBN: 9780131424623.	67
Required	Kreyszig, E. Advanced Engineering Mathematics. 8th ed. New York, NY: J.W. Wiley & Sons, 1999. ISBN: 9780471333753.	172
Optional	Kreyszig, Erwin, and E. J. Norminton. Advanced Engineering Mathematics: Mathematica® Computer Manual. 8th ed. New York, NY: J. Wiley & Sons, 2001. ISBN: 9780471386698.	172
Required	Hull Girder Response Analysis: Ship Structural Design, Hughes, Ch. 3 – Sections 3.1-3.3.	98
Optional	Perelman, Leslie C., James Paradis, and Edward Barrett. The Mayfield Handbook of Technical and Scientific Writing. Mountain View, CA: Mayfield, 1998. ISBN: 1559346477.	166
Optional	“The Science of Scientific Writing” (The “Prerequisite” to 2.ThA)	166
Optional	Michael Alley. The Craft of Scientific Presentations.	166
Required	Masayuki Yano, et al. Math, Numerics, and Programming (for Mechanical Engineers). V2.1, August 2013	99
Optional	Bent, Henry A. The Second Law: An Introduction to Classical and Statistical Thermodynamics. Oxford University Press, 1965.	167
Optional	Chandrasekhar, S. An Introduction to the Study of Stellar Structure. New York: Dover Publications, 1939.	167
Optional	Denbigh K. The Principles of Chemical Equilibrium. 3rd edition. Cambridge Univ. Press, 1971.	167
Optional	Devereux, Owen F. Topics in Metallurgical Thermodynamics. NY: John Wiley and Sons, 1983.	167
Optional	Fermi, Enrico. Thermodynamics. New York: Dover Publications, 1936.	167
Optional	Gaskell, David R. Introduction to Metallurgical Thermodynamics. NY: McGraw-Hill, 2nd edition, 1981.	167
Optional	Gibbs, J. Willard. “On the equilibrium of heterogeneous substances.” (1876). In Collected Works 1, Longmans, Green, and Co., 1928.	167
Optional	Lifshitz, E.M., and L.P. Pitaevskii. Statistical Physics. 3rd edition. Part 1. New York: Pergammon Press, 1980, pages 365ff.	167
Optional	Planck, Max. Treatise on Thermodynamics. 7th edition. New York: Dover Publications, 1926.	167
Optional	Shrodinger, Edwin. Statistical Thermodynamics. Dover, 1989.	167
Optional	Komanduri, R., N. Chandrasekaran, et al. “Molecular Dynamics (MD) Simulation of Uniaxial Tension of Some Single-Crystal Cubic Metals at Nanolevel.” International Journal of Mechanical Sciences 43, no. 10 (2001): 2237–60.	173
Optional	Alder, J., and T. Wainwright. “Phase Transition for a Hard Sphere System.” Journal of Chemical Physics 27 (1957): 1208–09.	173
Optional	Rahman, A. “Correlations in the Motion of Atoms in Liquid Argon.” Physical Review 136, no. 2A (1964): A405–11.	173
Optional	Gibson, J. B., et al. “Dynamics of Radiation Damage.” Physical Review 120, no. 4 (1960): 1229–53.	173
Optional	Cleri, F., et al. “Atomic-Scale Mechanism of Crack-Tip Plasticity: Dislocation Nucleation and Crack-Tip Shielding.” Physical Review Letters 79, no. 7 (1997): 1309–12.	173
Optional	Daw, M., and M. Baskes. “Embedded-Atom Method: Derivation and Application to Impurities, Surfaces, and Other Defects in Metals.” Physical Review B 29, no. 12 (1984): 6443–53.	173
Optional	Van Duin, A., et al. “ReaxFF: A Reactive Force Field for Hydrocarbons.” Journal of Chemical Physics A 105, no. 41 (2001): 9396–409.	173
Optional	Buehler, M., et al. “The Dynamical Complexity of Work-Hardening: A Large-Scale Molecular Dynamics Simulation.” Acta Mechanica Sinica 21, no. 2 (2005): 103–11.	173
Optional	Buehler, M. “Hierarchical Chemo-Nanomechanics of Proteins: Entropic Elasticity, Protein Unfolding and Molecular Fracture.” Journal of Mechanics of Materials and Structures 2, no. 6 (2007): 1019–57.	173
Optional	Ackbarow, T., et al. “Hierarchies, Multiple Energy Barriers, and Robustness Govern the Fracture Mechanics of α-helical and β-sheet Protein Domains.” Proceedings of the National Academy of Sciences 104, no. 42 (2007): 16410–15.	173
Optional	Ackbarow, T., et al. “Alpha-Helical Protein Networks are Self-Protective and Flaw-Tolerant.” PLoS ONE 4, no. 6 (2009).	173
Required	Vlachos, D., L. Schmidt, et al. “Structures of Small Metal Clusters. I. Low Temperature Behavior.” Journal of Chemical Physics 96, no. 9 (1992): 6880–90.	173
Required	Sanchez, J., et al. “Modeling of γ/γ′ Phase Equilibrium in the Nickel-Aluminum System.” Acta Metallurgica 32, no. 9 (1984): 1519–25.Sv	173
Required	Sen, D., and M. Buehler. “Chemical Complexity in Mechanical Deformation of Metals.” International Journal for Multiscale Computational Engineering 5, no. 3 and 4 (2007): 181–202.	173
Required	Buehler, M., et al. “Multi-Paradigm Modeling of Fracture of a Silicon Single Crystal Under Mode II Shear Loading.” J_ournal of Algorithms & Computational Technology_ 2, no. 2 (2008): 203–21.	173
Required	Buehler, M., et al. “Multiparadigm Modeling of Dynamical Crack Propagation in Silicon Using a Reactive Force Field.” _Physical Review Letter_s 96, no. 9 (2006).	173
Required	Buehler, M., et al. “Threshold Crack Speed Controls Dynamical Fracture of Silicon Single Crystals.” Physical Review Letters 99, no. 16 (2007).	173
Required	Gautieri, A., et al. “Hierarchical Structure and Nanomechanics of Collagen Microfibrils from the Atomistic Scale Up.” Nano Letters 11, no. 2 (2011): 757–66.	173
Required	Qin, Z., et al. “Hierarchical Structure Controls Nanomechanical Properties of Vimentin Intermediate Filaments.” PLOS ONE 4, no. 10 (2009).	173
Required	Lardner, T. J., R. R. Archer, S. H. Crandall, and N. C. Dahl. An Introduction to the Mechanics of Solids. 2nd ed. New York: McGraw-Hill Primis Custom Publishing, 1999. ISBN: 9780072380415.	66
Optional	Dowling, N. E. Mechanical Behavior of Materials. 2nd ed. Upper Saddle River, NJ: Prentice-Hall, 1998. ISBN: 9780139057205.	66
Optional	Ashby, M. F., and D. R. H. Jones. Engineering Materials 1: An Introduction to their Properties and Applications. 2nd ed. Oxford, UK: Butterworth-Heinemann, 1996. ISBN: 9780750627665.	66
Optional	Pratap, Rudra. Getting Started with MATLAB®. Oxford, UK: Oxford Press, 2001. ISBN: 9780195150148.	66
Optional	Bowman, Keith. Mechanical Behavior of Materials. Hoboken, NJ: John Wiley & Sons, 2003. ISBN: 9780471241980.	66
Optional	Bedford, A., and W. Fowler. Dynamics. Addison–Wesley, 1995.	72
Optional	Palm III, W. J. Modeling, Analysis, and Control of Dynamic Systems. 2nd ed. John Wiley.	72
Required	Ulm, F.-J., and O. Coussy. “Solid Mechanics.” In Mechanics and Durability of Solids. Vol. I. Upper Saddle River, NJ: Prentice Hall, 2003.	8
Required	Chaturvedi, Swati, and John Ochsendorf. “Global Environmental Impacts due to Cement and Steel.” Structural Engineering International (August 2004).	62
Required	Dholakia, R., and M. Wackernagel. “Ecological Footprint Accounts: Moving Sustainability from Concept to Measurable Goal.” Oakland: Redefining Progress (October 1999).	62
Required	Ford, Edward. “The Theory and Practice of Impermanence.” Harvard Design Magazine 3 (Fall 1997).	62
Required	Hawken, Paul, Amory Lovins, and L. Hunter Lovins. “Building Blocks.” Chapter 5 in Natural Capitalism: Creating the Next Industrial Revolution. Boston: Little, Brown and Company, 1999. ISBN: 0316353167.	62
Required	ISO: 14040 “Environmental management — Life Cycle Assessment — Principles and Framework.” Geneva: ISO, 1997.	62
Required	LEED. “Building Rating System for New Construction and Major Renovations.” Version 2.1. U.S. Green Building Council, 2002.	62
Required	Matos, G., and L. Wagner. “Consumption of Materials in the United States, 1900-1995.” Annual Review of Energy and the Environment 23 (November 1998).	62
Required	Meadows, Donella H., Jorgen Randers, and Dennis L. Meadows. “Author’s Preface” and “Overshoot.” Chapter 1 in Limits to Growth: The 30-Year Update. White River Jct.: Chelsea Green Publishing Company, June 1, 2004. ISBN: 193149858X.	62
Required	Ochsendorf, J. “Sustainable Structural Design: Lessons from History.” Structural Engineering International (August 2004).	62
Required	Womack, James P., and Daniel T. Jones. “The Value Stream.” Chapter 2 in Lean Thinking. New York, NY: Simon & Schuster, September 9, 1996. ISBN: 0684810352.	62
Required	Knowles, J. K. Linear Vector Spaces and Cartesian Tensors. New York, NY: Oxford University Press, 1998. ISBN: 9780195112542.	89
Required	Abeyaratne, Rohan. A Brief Review of Some Mathematical Preliminaries. Volume 1 in Lecture Notes on the Mechanics of Elastic Solids.	89
Optional	Gel’fand, I. M. Lectures on Linear Algebra. New York, NY: Dover, 1989. ISBN: 9780486660820.	89
Optional	Halmos, P. R. Finite Dimensional Vector Spaces. Princeton, NJ: Van Nostrand-Reinhold, 1958. ISBN: 9780387900933.	89
Optional	Gel’fand, I. M., and S. V. Fomin. Calculus of Variations. Englewood Cliffs, NJ: Prentice Hall, 1963.	89
Optional	Giaquinta, M., and S. Hilderbrandt. Calculus of Variations I. New York, NY: Springer, 1996. ISBN: 9780387506258.	89
Optional	Troutman, J. L. Variational Calculus with Elementary Convexity. New York, NY: Springer-Verlag, 1983. ISBN: 9780387907710.	89
Optional	Ashby, M. Materials Selection in Mechanical Design. Boston, MA: Butterworth-Heinemann, 2005. ISBN: 9780750661683.	177
Optional	Dieter, George Ellwood. Engineering Design: A Materials and Processing Approach. Boston, MA: McGraw-Hill, 1999. ISBN: 9780073661360.	177
Optional	Faupel, Joseph Herman. Engineering Design. New York, NY: Wiley, 1981. ISBN: 9780471033813.	177
Optional	McCrum, N. Principles of Polymer Engineering. New York, NY: Oxford University Press, 1997. ISBN: 9780198565277.	177
Optional	Planchard, David C., and Marie P. Planchard. Engineering Design with Solidworks. Mission, KS: Schroff Development Corporation, 2000. ISBN: 9781585030217.	177
Required	Chen, Gang. Nanoscale Energy Transport and Conversion. New York, NY: Oxford University Press, 2005, chapter 1. ISBN: 9780195159424.	163
Required	Goldsmid, H. J. Thermoelectric Refrigeration. New York, NY: Plenum Press, 1964, chapter 1.	163
Required	Bell, Lon E. “Cooling, Heating, Generating Power, and Recovering Waste Heat with Thermoelectric Systems.” Science 321 (September 12, 2008): 1457-1461.	163
Required	Vining, Cronin B. “An Inconvenient Truth About Thermoelectrics.” Nature Materials 8 (February 2009): 83-85.	163
Required	Dresselhaus, Mildred S., et al. “New Directions for Low-Dimensional Thermoelectric Materials.” Advanced Materials 19 (2007): 1043-1053.	163
Required	Poudel, Bed, et al. “High-Thermoelectric Performance of Nanostructured Bismuth Antimony Telluride Bulk Alloys.” Science 320 (May 2, 2008): 634-638.	163
Required	Heremans, Joseph P., et al. “Enhancement of Thermoelectric Efficiency in PbTe by Distortion of the Electronic Density of States.” Science 321 (July 25, 2008): 554-557.	163
Required	Hatsopoulos, George N., and Joseph Kaye. “Measured Thermal Efficiences of a Diode Configuration of a Thermo Electron Engine.” Journal of Applied Physics 29 (1958): 1124-1125.	163
Required	Shockley, William, and Hans J. Queisser. “Detailed Balance Limit of Efficiency of p-n Junction Solar Cells.” Journal of Applied Physics 32 (March 1961): 510-519.	163
Required	Henry, C. H. “Limiting Efficiencies of Ideal Single and Multiple Energy Gap Terrestrial Solar Cells.” Journal of Applied Physics 51 (August 1980): 4494-4500.	163
Required	Würfel, Peter, and Wolfgang Ruppel. “Upper Limit of Thermophotovoltaic Solar-Energy Conversion.” IEEE Transactions on Electron Devices 27 (April 1980): 745-750.	163
Required	Landsberg, P. T., and G. Tonge. “Thermodynamic Energy Conversion Efficiencies.” Journal of Applied Physics 51 (July 1980): R1-R20.	163
Required	Winston, R., and H. Hinterberger. “Principles of Cylindrical Concentrators for Solar Energy.” Solar Energy 17 (1975): 255-258.	163
Required	Detor, A. J., and C. A. Schuh. “Microstructural Evolution During the Heat Treatment of Nanocrystalline Alloys.” Journal of Materials Research 22 (November 2007): 3233-3248.	163
Required	Winn, Joshua N., et al. “Omnidirectional Reflection from a One-dimensional Photonic Crystal.” Optics Letters 23 (October 1998): 1573-1575.	163
Required	Čelanović, Ivan, et al. “Design and Optimization of One-dimensional Photonic Crystals for Thermophotovoltaic Applications.” Optics Letters 29 (April 2004): 863-865.	163
Required	Bertsekas, Dimitri P. Dynamic Programming and Optimal Control. 2 vols. Belmont, MA: Athena Scientific, 2007. ISBN: 9781886529083.	162
Required	Bertsekas, Dimitri P., and John N. Tsitsiklis. Neuro-Dynamic Programming. Belmont, MA: Athena Scientific, 1996. ISBN: 9781886529106.	162
Required	Kearns, M. , and S. Singh. “Near-Optional Reinforcement Learning in Polynomial Time.” Machine Learning 49, no. 2 (Nov 2002): 209-232.	162
Required	Hastie, Tibshirani, and Friedmann. Chapter 7 in The Elements of Statistical Learning. New York: Springer, 2003. ISBN: 9780387952840.	162
Required	de Farias, D. P., and B. Van Roy. “On the Existence of Fixed Points for Approximate Value Iteration and Temporal-Difference Learning.”	162
Optional	Even-Dar, and Mansour. “Learning Rates for Q-Learning.’’ Journal of Machine Learning Research 5 (2003): 1-25.	162
Optional	Barron. “Universal approximation bounds for superpositions of a sigmoidal function.” IEEE Transactions on Information Theory 39 (1993): 930-944.	162
Optional	Tesauro. “Temporal-Difference Learning and TD-Gammon’’ Communications of the ACM 38, no. 3 (1995).	162
Optional	Minorsky, Nicholas. Nonlinear Oscillations. Melbourne, FL: Krieger Publishing, 1974. ISBN: 9780882751863.	88
Optional	Nayfeh, Ali Hasan, and Dean T. Mook. Nonlinear Oscillations. New York, NY: John Wiley & Sons, 1995. ISBN: 9780471121428.	88
Optional	Stoker, J. J. Nonlinear Vibrations in Mechanical and Electrical Systems. New York, NY: John Wiley & Sons, 1992. ISBN: 9780471570332.	88
Optional	Den Hartog, J. P. Mechanical Vibrations. Mineola, NY: Dover Publications, 1985. ISBN: 9780486647852.	88
Optional	Andronov, A. A., A. A. Vitt, and S. E. Khaikin. Theory of Oscillators. Mineola, NY: Dover Publications, 1987. ISBN: 9780486655086.	88
Optional	Hayashi, Chihiro. Nonlinear Oscillations in Physical Systems. Princeton, NJ: Princeton University Press, 1986. ISBN: 9780691083834.	88
Optional	Pippard, A. B. Response and Stability: An Introduction to the Physical Theory. Cambridge, UK: Cambridge University Press, 1985. ISBN: 9780521319942.	88
Optional	Strogatz, Steven H. Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry and Engineering. New York, NY: Perseus Books, 2001. ISBN: 9780738204536.	88
