Required	[{:family=>"Coase", :given=>"Ronald"}]	["The Nature of the Firm"]	article-journal	["Economica"]	["1937"]
Required	[{:family=>"Baker", :given=>"George"}, {:family=>"Gibbons", :given=>"Robert"}, {:family=>"Murphy", :given=>"Kevin J."}]	["Strategic Alliances: Bridges Between ‘Islands of Conscious Power.’"]	article-journal	["Journal of the Japanese and International Economies"]	["2008-06"]
Required	[{:family=>"McQuade", :given=>"Krista"}, {:family=>"Gomes-Casseres", :given=>"Benjamin"}]	["Xerox and Fuji Xerox"]	book		["1992"]
Required	[{:family=>"Baker", :given=>"George P."}, {:family=>"Wruck", :given=>"Karen"}]	["Organizational Changes and Value Creation in Leveraged Buyouts: The Case of O.M"]	article-journal	["Scott & Sons Company.” Journal of Financial Economics"]	["1989"]
Required	[{:family=>"Kaplan", :given=>"Steven N."}]	["The Effects of Management Buyouts on Operating Performance and Value"]	article-journal	["Journal of Financial Economics"]	["1989"]
Required	[{:family=>"Alonso", :given=>"Ricardo"}, {:family=>"Dessein", :given=>"Wouter"}, {:family=>"Matouschek", :given=>"Niko"}]	["When Does Coordination Require Centralization?"]	article-journal	["American Economic Review"]	["2008"]
Required	[{:family=>"Rantakari", :given=>"Heikki"}]	["Governing Adaptation"]	article-journal	["Review of Economic Studies"]	["2008"]
Optional	[{:family=>"Gibbons", :given=>"Robert"}]	["Incentives Between Firms (and Within"]	article-journal	["Management Science"]	["2005"]
Optional	[{:literal=>"———."}]	["Four Formal(izable) Theories of the Firm?"]	article-journal	["Journal of Economic Behavior and Organization"]	["2005"]
Optional	[{:family=>"Chandler", :given=>"Alfred"}]	["Strategy and Structure", "Reprinted with new introduction by the author"]			["1969", "1969"]
Optional	[{:family=>"Miles", :given=>"Raymond"}, {:family=>"Snow", :given=>"Charles"}]	["Causes of Failure in Network Organizations"]	article-journal	["California Management Review"]	["1992"]
Optional	[{:family=>"Bartlett", :given=>"Christopher"}, {:family=>"Ghoshal", :given=>"Sumantra"}]	["Beyond the M-Form: Toward a Managerial Theory of the Firm"]	article-journal	["Strategic Management Journal"]	["1993"]
Optional	[{:family=>"Prendergast", :given=>"Canice"}]	["The Tenuous Trade-Off Between Risk and Incentives"]	article-journal	["Journal of Political Economy"]	["2002"]
Optional	[{:family=>"Zábojnik", :given=>"Ján"}]	["Centralized and Decentralized Decision Making in Organizations"]	article-journal	["Journal of Labor Economics"]	["2002"]
Optional	[{:family=>"Rantakari", :given=>"Heikki"}]	["Uncertainty, Delegation, and Incentives"]	manuscript		["2008"]
Optional	[{:family=>"Athey", :given=>"Susan"}, {:family=>"Roberts", :given=>"John"}]	["Organizational Design: Decision Rights and Incentive Contracts"]	article-journal	["American Economic Review"]	["2001"]
Optional	[{:family=>"Dessein", :given=>"Wouter"}, {:family=>"Garicano", :given=>"Luis"}, {:family=>"Gertner", :given=>"Robert"}]	["Organizing for Synergies: Allocating Control to Manage the Coordination-Incentives Tradeoff"]	manuscript		["2008"]
Optional	[{:family=>"Friebel", :given=>"Guido"}, {:family=>"Raith", :given=>"Michael"}]	["Resource Allocation and Firm Scope"]	manuscript		["2008"]
Optional	[{:family=>"Dessein", :given=>"Wouter"}]	["Authority and Communication in Organizations"]	article-journal	["Review of Economic Studies"]	["2002"]
Optional	[{:family=>"Ménard", :given=>"Claude"}]	["Hybrid Modes of Organization: Alliances, Joint Ventures, Networks, and Other ‘Strange’ Animals"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Jensen", :given=>"Michael"}, {:family=>"Ruback", :given=>"Richard"}]	["The Market for Corporate Control: The Scientific Evidence"]	article-journal	["Journal of Financial Economics"]	["1983"]
Optional	[{:family=>"Holmstrom", :given=>"Bengt"}, {:family=>"Kaplan", :given=>"Steven"}]	["The State of U.S. Corporate Governance: What’s Right and What’s Wrong?"]	article-journal	["Journal of Applied Corporate Finance"]	["2003"]
Optional	[{:family=>"Mullainathan", :given=>"Sendhil"}, {:family=>"Scharfstein", :given=>"David"}]	["Do Firm Boundaries Matter?"]	article-journal	["American Economic Review Papers and Proceedings"]	["2001"]
Optional	[{:family=>"Gertner", :given=>"Robert"}, {:family=>"Scharfstein", :given=>"David"}, {:family=>"Stein", :given=>"Jeremy"}]	["Internal Versus External Capital Markets"]	article-journal	["Quarterly Journal of Economics"]	["1994"]
Optional	[{:family=>"Holmstrom", :given=>"Bengt"}, {:family=>"Tirole", :given=>"Jean"}]	["Transfer Pricing and Organizational Form"]	article-journal	["Journal of Law, Economics, and Organization"]	["1991"]
Optional	[{:family=>"Richardson", :given=>"George"}]	["The Organisation of Industry"]	article-journal	["Economic Journal"]	["1972"]
Optional	[{:family=>"Blois", :given=>"K."}]	["Vertical Quasi-Integration"]	article-journal	["Journal of Industrial Economics"]	["1972"]
Optional	[{:family=>"Eccles", :given=>"Robert"}]	["The Quasifirm in the Construction Industry"]	article-journal	["Journal of Economic Behavior and Organization"]	["1981"]
Optional	[{:family=>"Powell", :given=>"Walter"}]	["Neither Market Nor Hierarchy: Network Forms of Organization"]	article-journal	["Research in Organizational Behavior"]	["1990"]
Optional	[{:family=>"Schoar", :given=>"Antoinette"}]	["Effects of Corporate Diversification on Productivity"]	article-journal	["Journal of Finance"]	["2002"]
Optional	[{:family=>"Marino", :given=>"Anthony"}, {:family=>"Matsusaka", :given=>"John"}, {:family=>"Zábojnik", :given=>"Ján"}]	["Disobedience and Authority"]	manuscript		["2008"]
Optional	[{:family=>"Garicano", :given=>"Luis"}, {:family=>"Zandt", :given=>"Timothy", :particle=>"Van"}]	["Hierarchies and the Division of Labor"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Radner", :given=>"Roy"}]	["Hierarchy: The Economics of Managing"]	article-journal	["Journal of Economic Literature"]	["1992"]
Optional	[{:literal=>"———."}]	["The Organization of Decentralized Information Processing"]	article-journal	["Econometrica"]	["1993"]
Optional	[{:family=>"Zandt", :particle=>"Van"}, {:given=>"Timothy"}]	["Real-Time Hierarchical Resource Allocation"]	manuscript		["2003"]
Optional	[{:family=>"Calvo", :given=>"Guillermo"}, {:family=>"Wellisz", :given=>"Stanislaw"}]	["Supervision, Loss of Control, and the Optimum Size of the Firm"]	article-journal	["Journal of Political Economy"]	["1978"]
Optional	[{:literal=>"———."}]	["Hierarchy, Ability, and Income Distribution"]	article-journal	["Journal of Political Economy"]	["1979"]
Optional	[{:family=>"Brocas", :given=>"Isabelle"}, {:family=>"Carrillo", :given=>"Juan"}]	["Influence Through Ignorance"]	article-journal	["RAND Journal of Economics"]	["2007"]
Optional	[{:family=>"Rotemberg", :given=>"Julio"}, {:family=>"Saloner", :given=>"Garth"}]	["Leadership Style and Incentives"]	article-journal	["Management Science"]	["1993"]
Optional	[{:family=>"Steen", :particle=>"Van den"}, {:given=>"Eric"}]	["Organizational Beliefs and Managerial Vision"]	article-journal	["Journal of Law, Economics, and Organization"]	["2005"]
Optional	[{:family=>"Hermalin", :given=>"Benjamin"}]	["Leadership and Corporate Culture"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Zald", :given=>"Mayer"}, {:family=>"Berger", :given=>"Michael"}]	["Social Movements in Organizations: Coup d’Etat, Insurgency, and Mass Movements"]	article-journal	["American Journal of Sociology"]	["1978"]
Optional	[{:family=>"Charness", :given=>"Gary"}, {:family=>"Rigotti", :given=>"Luca"}, {:family=>"Rustichini", :given=>"Aldo"}]	["Individual Behavior and Group Membership"]	article-journal	["American Economic Review"]	["2007"]
Optional	[{:family=>"Falk", :given=>"Armin"}, {:family=>"Ichino", :given=>"Andrea"}]	["Clean Evidence on Peer Effects"]	article-journal	["Journal of Labor Economics"]	["2005"]
Optional	[{:family=>"Mas", :given=>"Alex"}, {:family=>"Moretti", :given=>"Enrico"}]	["Peers at Work"]	article-journal	["American Economic Review"]	["2009-03"]
Optional	[{:family=>"Jones", :given=>"Stephen"}]	["Worker Interdependence and Output: The Hawthorne Studies Reevaluated"]	article-journal	["American Sociological Review"]	["1990"]
Optional	[{:family=>"Crémer", :given=>"Jacques"}, {:family=>"Garicano", :given=>"Luis"}, {:family=>"Prat", :given=>"Andrea"}]	["Language and the Theory of the Firm"]	article-journal	["Quarterly Journal of Economics"]	["2007"]
Optional	[{:family=>"Steen", :particle=>"Van den"}, {:given=>"Eric"}]	["On the Origin of Shared Beliefs (and Corporate Culture"]	manuscript		["2005"]
Optional	[{:family=>"O’Reilly", :given=>"Charles"}, {:family=>"Chatman", :given=>"Jennifer"}]	["Culture as Social Control: Corporations, Cults, and Commitment"]	article-journal	["Research in Organizational Behavior: An Annual Series of Analytical Essays and Critical Reviews"]	["1999"]
Optional	[{:family=>"Camerer", :given=>"Colin"}, {:family=>"Weber", :given=>"Roberto"}]	["Experimental Organizational Economics"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Rotemberg", :given=>"Julio"}, {:family=>"Saloner", :given=>"Garth"}]	["Overt Interfunctional Conflict (and its Reduction through Business Strategy"]	article-journal	["RAND Journal of Economics"]	["1995"]
Optional	[{:family=>"Prendergast", :given=>"Canice"}]	["A Theory of ‘Yes Men.’"]	article-journal	["American Economic Review"]	["1993"]
Optional	[{:family=>"Kramer", :given=>"Roderick"}]	["Organizational Paranoia: Origins and Dynamics"]	article-journal	["Research in Organizational Behavior"]	["2001"]
Optional	[{:family=>"March", :given=>"James"}]	["The Business Firm as a Political Coalition"]	article-journal	["Journal of Politics"]	["1962"]
Optional	[{:family=>"Skaperdas", :given=>"Stergios"}]	["Cooperation, Conflict, and Power in the Absence of Property Rights"]	article-journal	["American Economic Review"]	["1992"]
Optional	[{:family=>"Rotemberg", :given=>"Julio"}]	["Power in Profit-Maximizing Organizations"]	article-journal	["Journal of Economics and Management Strategy"]	["1993"]
Optional	[{:family=>"Rajan", :given=>"Raghuram"}, {:family=>"Zingales", :given=>"Luigi"}]	["Power in a Theory of the Firm"]	article-journal	["Quarterly Journal of Economics"]	["1998"]
Optional	[{:family=>"Pfeffer", :given=>"Jeffrey"}]	["Sources of Power in Organizations"]	chapter	["Chapter 4 in Power in Organizations"]	["1981"]
Optional	[{:family=>"March", :given=>"James"}, {:family=>"Simon", :given=>"Herbert"}]	["Organizations"]			["1958"]
Optional	[{:family=>"Cyert", :given=>"Richard"}, {:family=>"March", :given=>"James"}]	["A Behavioral Theory of the Firm"]			["1992"]
Optional	[{:family=>"Cohen", :given=>"Michael"}, {:family=>"March", :given=>"James"}, {:family=>"Olsen", :given=>"Johan"}]	["A Garbage Can Model of Organizational Choice"]	article-journal	["Administrative Science Quarterly"]	["1972"]
Optional	[{:family=>"Csaszar", :given=>"Felipe"}]	["An Efficient Frontier in Organization Design"]	manuscript		["2008"]
Optional	[{:literal=>"———."}]	["Organizational Structure as a Determinant of Performance: Evidence from Mutual Funds"]	manuscript		["2008"]
Optional	[{:family=>"Marschak", :given=>"Jacob"}, {:family=>"Radner", :given=>"Roy"}]	["Economic Theory of Teams"]			["1972"]
Optional	[{:family=>"Milgrom", :given=>"Paul"}, {:family=>"Roberts", :given=>"John"}]	["The Economics of Modern Manufacturing: Technology, Strategy and Organization"]	article-journal	["American Economic Review"]	["1990"]
Optional	[{:family=>"Ichniowski", :given=>"Casey"}, {:family=>"Shaw", :given=>"Kathryn"}]	["Insider Econometrics: A Roadmap to Estimating Empirical Models of Organizational Performance"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Brynjolfsson", :given=>"Erik"}, {:family=>"Milgrom", :given=>"Paul"}]	["Complementarity in Organizations"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Waldman", :given=>"Michael"}]	["Theory and Evidence in Internal Labor Markets"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Lluis", :given=>"Stéphanie"}]	["The Role of Comparative Advantage and Learning in Wage Dynamics and Intrafirm Mobility: Evidence from Germany"]	article-journal	["Journal of Labor Economics"]	["2005"]
Optional	[{:family=>"Treble", :given=>"John"}, {:family=>"Gameren", :given=>"Edwin", :particle=>"van"}, {:family=>"Bridges", :given=>"Sarah"}, {:family=>"Barmby", :given=>"Tim"}]	["The Internal Economics of the Firm: Further Evidence from Personnel Data"]	article-journal	["Labour Economics"]	["2001"]
Optional	[{:family=>"Fernandez", :given=>"Roberto"}, {:family=>"Weinberg", :given=>"Nancy"}]	["Sifting and Sorting: Personal Contacts and Hiring in a Retail Bank"]	article-journal	["American Sociological Review"]	["1997"]
Optional	[{:family=>"Fernandez", :given=>"Roberto"}, {:family=>"Castilla", :given=>"Emilio"}, {:family=>"Moore", :given=>"Paul"}]	["Social Capital at Work: Networks and Employment at a Phone Center"]	article-journal	["American Journal of Sociology"]	["1999"]
Optional	[{:family=>"Acemoglu", :given=>"Daron"}, {:family=>"Pischke", :given=>"J.Stephen"}]	["Why Do Firms Train? Theory and Evidence"]	article-journal	["Quarterly Journal of Economics"]	["1998"]
Optional	[{:family=>"Autor", :given=>"David"}]	["Why Do Temporary Help Firms Provide Free General Skills Training?"]	article-journal	["Quarterly Journal of Economics"]	["2001"]
Optional	[{:family=>"Brüderl", :given=>"Josef"}, {:family=>"Diekmann", :given=>"Andreas"}, {:family=>"Preisendörfer", :given=>"Peter"}]	["Patterns of Intraorganizational Mobility: Tournament Models, Path Dependency, and Early Promotion Effects"]	article-journal	["Social Science Research"]	["1991"]
Optional	[{:family=>"Chiappori", :given=>"Pierre-André"}, {:family=>"Salanié", :given=>"Bernard"}, {:family=>"Valentin", :given=>"Julie"}]	["Early Starters versus Late Beginners"]	article-journal	["Journal of Political Economy"]	["1999"]
Optional	[{:family=>"Lazear", :given=>"Edward"}, {:family=>"Oyer", :given=>"Paul"}]	["Personnel Economics"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Hayes", :given=>"Rachel"}, {:family=>"Schaefer", :given=>"Scott"}]	["Implicit Contracts and the Explanatory Power of Top Executive Compensation for Future Performance"]	article-journal	["RAND Journal of Economics"]	["2000"]
Optional	[{:family=>"Larkin", :given=>"Ian"}]	["The Cost of High-Powered Incentives: Employee Gaming in Enterprise Software Sales"]	manuscript		["2007"]
Optional	[{:family=>"Baker", :given=>"George"}]	["Incentive Contracts and Performance Measurement"]	article-journal	["Journal of Political Economy"]	["1992"]
Optional	[{:literal=>"———."}]	["Distortion and Risk in Optimal Incentive Contracts"]	article-journal	["Journal of Human Resources"]	["2002"]
Optional	[{:family=>"Lazear", :given=>"Edward"}]	["Performance Pay and Productivity"]	article-journal	["American Economic Review"]	["2000"]
Optional	[{:family=>"Baron", :given=>"James"}, {:family=>"Kreps", :given=>"David"}]	["Employment as an Economic and a Social Relationship"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Gil", :given=>"Ricard"}, {:family=>"Marion", :given=>"Justin"}]	["The Role of Repeated Interactions, Self-Enforcing Agreements and Relational [Sub]Contracting: Evidence from California Highway Procurement Auctions"]	manuscript		["2009"]
